"","Gene","Identity.x","Score.x","Length.x","Mismatches.x","DE.x","Identity.y","Score.y","Length.y","Mismatches.y","DE.y","mismatchRatio","X.1","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_chemostat1","IAI1_chemostat2","IAI1_K12ref_chemostat1","IAI1_K12ref_chemostat2"
"274","cysK",964,948,972,8,0,323,1677,323,0,0,0.00823045267489712,276,"cysK",1317,18439.0482121448,0.0192072647364935,0.0566333652524705,0.339151040219276,0.734495949942798,0.999807467026667,17383.5369082288,19143.4714384098,17723.6277446394,19505.5567573011
"275","cysM",888,840,912,24,0,301,1591,303,2,0,0.0263157894736842,277,"cysM",1320,1339.93169002131,-0.0580110111785349,0.0616090134561684,-0.941599417426261,0.346397768125575,0.999807467026667,1284.33487991248,1496.43217168019,1189.04865558966,1389.91105290294
"276","cysN",1399,1341,1428,29,0,474,2505,475,1,0,0.0203081232492997,278,"cysN",1483,3639.21458838271,-0.065997971898107,0.0578821491018899,-1.1402128794826,0.254197622977891,0.999807467026667,3611.38799208579,3913.90633597861,3383.18356397025,3648.3804614962
"277","cysP",1017,1017,1017,0,0,338,1797,338,0,0,0,279,"cysP",1323,2168.74611824457,0.0402286505476548,0.0581490463042163,0.691819610199486,0.489050619921956,0.999807467026667,2146.9889945318,2100.01751378148,2239.1673715657,2188.8105930993
"278","cysQ",729,705,741,12,0,245,1318,246,1,0,0.0161943319838057,280,"cysQ",2295,508.252984072739,0.0236102932146236,0.061435180594616,0.384312261901168,0.70074702085688,0.999807467026667,513.550213069437,484.539098157437,537.515145677516,497.407479386564
"279","cysS",1374,1350,1386,12,0,460,2490,461,1,0,0.00865800865800866,281,"cysS",323,933.375519908692,0.0229527129208354,0.0615849810354006,0.372699845562047,0.709371851412811,0.999807467026667,878.271920741292,960.724073932849,899.6911261875,994.814958773129
"280","cysU",828,816,834,6,0,277,1411,277,0,0,0.00719424460431655,282,"cysU",1322,820.528663151288,-0.00273939790111332,0.0617135218131453,-0.0443889413637355,0.96459437647475,0.999807467026667,784.56508400948,859.430340050799,776.091386807109,862.027841737766
"281","cysW",853,807,876,23,0,291,1505,291,0,0,0.0262557077625571,283,"cysW",1321,1106.32891029645,-0.0375121629328004,0.0607876031453919,-0.6171021884689,0.53716732528726,0.999807467026667,1118.0511794374,1143.47050103964,1064.49077869469,1099.30318201407
"282","cysZ",759,753,762,3,0,251,1311,253,2,0,0.00393700787401575,284,"cysZ",1316,338.964534669614,0.00924961904967883,0.0595220394915735,0.155398221040263,0.876507386534336,0.999807467026667,355.534762894226,316.412385219188,357.385292937101,326.525697627942
"283","cytR",1018,1002,1026,8,0,341,1820,341,0,0,0.00779727095516569,285,"cytR",2137,414.449996949854,0.0144897995124309,0.0609542059658164,0.237716155642433,0.812101252420871,0.999807467026667,410.656431559997,408.307731421461,418.706093870008,420.129730947951
"284","dacA",1206,1194,1212,6,0,403,2160,403,0,0,0.00495049504950495,286,"dacA",368,1000.24959361952,0.0271519691396797,0.0610451341639684,0.444785149734441,0.656475027192322,0.999807467026667,990.352647028361,977.432318696899,1024.24900308247,1008.96440567034
"285","dacB",1418,1386,1434,16,0,476,2546,477,1,0,0.0111576011157601,287,"dacB",1721,137.699109045505,0.0104432511181126,0.0504622052263581,0.206951937024301,0.836047394528558,0.999807467026667,143.316338531006,127.400366325878,149.469452273962,130.610279051177
"286","dacC",1191,1167,1203,12,0,399,2117,400,1,0,0.00997506234413965,288,"dacC",488,983.802072888345,0.0119499812741904,0.0611167015715897,0.195527261237956,0.844980198139679,0.999807467026667,966.466590606526,986.830706376677,977.300264868211,1004.61072970197
"287","dacD",1153,1125,1167,14,0,387,2079,388,1,0,0.0119965724078835,289,"dacD",1106,62.0377269646596,-0.0159346535692385,0.0395836529511422,-0.402556418653591,0.687274575886993,0.999807467026667,65.2273079211629,64.744448460692,59.404525903754,58.7746255730295
"288","dadA",1281,1245,1299,18,0,432,2315,432,0,0,0.0138568129330254,290,"dadA",675,995.737015271839,-0.0380474126923941,0.0615170485702376,-0.618485664977135,0.536255244335322,0.999807467026667,967.385285084289,1072.46046079243,926.518976595647,1016.58333861499
"289","dadX",1057,1029,1071,14,0,351,1861,356,5,0,0.0130718954248366,291,"dadX",676,559.014054777696,0.00520503241835355,0.0614928506817636,0.0846445133157107,0.93254400952024,0.999807467026667,585.20838233494,528.398240663067,590.212708979233,532.236887133545
"290","dam",835,831,837,2,0,278,1495,278,0,0,0.002389486260454,292,"dam",1809,539.190234559511,0.0276580958082617,0.0616312086362324,0.448767700979366,0.653599240808876,0.999807467026667,522.737157847066,533.619567151832,544.222108279553,556.182104959594
"291","dapA",878,876,879,1,0,292,1552,292,0,0,0.00113765642775882,293,"dapA",1356,6069.11656633923,0.0431530768244134,0.055366211697016,0.779411765799739,0.435737195162814,0.999807467026667,5800.63693259468,6085.97815530505,6048.72212952256,6341.12904793462
"292","dapB",806,774,822,16,0,272,1404,273,1,0,0.0194647201946472,294,"dapB",57,875.432048022557,-0.0560670368612447,0.061745373426928,-0.908036242223018,0.363859073908806,0.999807467026667,837.849363719726,981.609379887911,787.589036982029,894.68041150056
"293","dapD",808,774,825,17,0,274,1444,274,0,0,0.0206060606060606,295,"dapD",143,4027.05275289207,-0.00708419683067284,0.0604888082537559,-0.11711582745942,0.906768267550381,0.999807467026667,3734.49305210602,4352.49776103491,3701.2852188097,4319.93497961767
"294","dapE",1105,1059,1128,23,0,375,2007,375,0,0,0.0203900709219858,296,"dapE",1351,681.671154187803,-0.0385621940709448,0.0616080441901987,-0.625927905646446,0.531362229912745,0.999807467026667,649.51699577834,752.915279679983,618.956834416534,705.295506876354
"295","dapF",825,825,825,0,0,274,1458,274,0,0,0,297,"dapF",2058,635.765492097855,0.0291839016383706,0.0617174086565018,0.472863366652322,0.636310662129642,0.999807467026667,647.679606822815,597.319750314771,675.486947776558,622.575663477275
"296","dbpA",1355,1317,1374,19,0,455,2394,457,2,0,0.0138282387190684,298,"dbpA",778,113.397830241475,0.00383428812411354,0.0466889522531016,0.0821240987231367,0.934548029838688,0.999807467026667,125.861143453512,99.2052032865442,128.390426953275,100.134547272569
"297","dcm",1406,1380,1419,13,0,470,2539,472,2,0,0.00916138125440451,299,"dcm",1090,648.729925752557,0.00920912264524604,0.0617380057685192,0.149164562907567,0.881423781814368,0.999807467026667,669.728274289123,619.249321567586,673.570672747404,632.371434406113
"298","dcp",2016,1956,2046,30,0,676,3622,681,5,0,0.0146627565982405,300,"dcp",862,2290.52261101099,0.0014585436253524,0.0582587249262879,0.025035625602823,0.980026547385184,0.999807467026667,2242.53322021914,2334.97720577592,2240.12550908027,2344.45450896862
"299","dctA",1285,1281,1287,2,0,428,2191,428,0,0,0.00155400155400155,301,"dctA",1894,6932.04897538422,0.0410323973639304,0.0558688935877559,0.734440844071466,0.462680101342138,0.999807467026667,6573.25898839325,7014.33000500755,6844.93440413578,7295.67250400031
"300","dcuA",1295,1281,1302,7,0,433,2219,433,0,0,0.00537634408602151,302,"dcuA",2254,2321.8602414673,0.0384392887337785,0.0577381851738553,0.665751592607805,0.50556989054327,0.999807467026667,2281.11838828518,2271.27702261299,2374.26476112101,2360.78079385002
"301","dcuB",1336,1326,1341,5,0,446,2301,446,0,0,0.00372856077554064,303,"dcuB",2245,47.815846491794,0.00500725543075051,0.0340511952970525,0.147050797690615,0.883091925333743,0.999807467026667,56.0403631435343,37.5935507191115,58.4463883891773,39.183083715353
"302","dcuC",1373,1347,1386,13,0,461,2346,461,0,0,0.00937950937950938,304,"dcuC",364,42.1743120911904,0.00199505521911846,0.0337387354824489,0.0591324834967896,0.952846585811676,0.999807467026667,45.01602941038,38.6378160168646,46.9487382142572,38.0946647232598
"303","dcuD",1349,1311,1368,19,0,451,2323,455,4,0,0.0138888888888889,305,"dcuD",1745,50.8481365040019,-0.0120709517157418,0.0355264622639316,-0.339773536302739,0.734027078488048,0.999807467026667,62.4712244878743,43.8591425056301,54.6138383308706,42.4483406916324
"304","dcuR",712,696,720,8,0,239,1287,239,0,0,0.0111111111111111,306,"dcuR",2246,715.292061345819,-0.0181859412667545,0.0616985456493288,-0.294754780284717,0.768181212544339,0.999807467026667,728.524720865946,719.498790151884,717.644998417931,695.499735947515
"305","dcuS",1612,1572,1632,20,0,541,2846,543,2,0,0.0122549019607843,307,"dcuS",2247,806.84065215065,-0.0130305895156863,0.0615322774310287,-0.211768360602161,0.832287753267569,0.999807467026667,816.719390731181,810.349871056403,798.128549642372,802.164797172643
"306","ddg",921,921,921,0,0,306,1645,306,0,0,0,308,"lpxP",1297,45.2282220468245,0.0474764926222162,0.0343201326399244,1.3833423407865,0.166559921134132,0.999807467026667,39.5038625438029,33.4164895280991,62.278938447484,45.7135976679118
"307","ddlA",1082,1056,1095,13,0,364,1930,364,0,0,0.0118721461187215,309,"ddlA",234,1905.02116278912,-0.0138388163712157,0.0588952005451301,-0.234973584317984,0.81422923593131,0.999807467026667,1960.49401554594,1877.58900536007,1922.98199175539,1859.01963849508
"308","ddlB",908,882,921,13,0,305,1587,306,1,0,0.0141150922909881,310,"ddlB",98,1338.1910912274,0.0154969856701474,0.0600993973386561,0.257855924624716,0.796518101825962,0.999807467026667,1340.37524305601,1312.64147927564,1365.34595827177,1334.40168430619
"309","ddpA",1547,1539,1551,4,0,514,2733,516,2,0,0.00257898130238556,311,"ddpA",834,110.693623188197,0.00975707844595168,0.0477105201511258,0.204505807420367,0.837958254229685,0.999807467026667,113.918115242594,103.382264477557,118.809051807508,106.665061225128
"310","ddpB",1018,1008,1023,5,0,339,1716,340,1,0,0.00488758553274682,312,"ddpB",833,35.099585387988,0.00262831903341354,0.0304824211385779,0.0862240903196232,0.931288280713737,0.999807467026667,28.4795288106486,40.7263466123708,28.7441254373003,42.4483406916324
"311","ddpC",886,864,897,11,0,296,1521,298,2,0,0.012263099219621,313,"ddpC",832,54.9064547558911,0.00316241012215228,0.0366247139974014,0.0863463431380422,0.931191099515394,0.999807467026667,45.9347238881429,62.6559178651858,47.9068757288339,63.128301541402
"312","ddpD",975,951,987,12,0,324,1723,328,4,0,0.0121580547112462,314,"ddpD",831,75.2651253688193,-0.00749602047253598,0.0424132352204561,-0.176737766727133,0.859714374259968,0.999807467026667,77.17033613208,76.2313667359761,74.7347261369808,72.9240724702403
"313","deaD",1863,1809,1890,27,0,628,3255,629,1,0,0.0142857142857143,315,"deaD",1709,717.884811651674,-0.0442734372882872,0.0617453003743809,-0.717033312978375,0.473353541761251,0.999807467026667,712.906914743978,766.490728550773,663.989297601638,728.15230571031
"314","dedD",657,645,663,6,0,220,1099,220,0,0,0.00904977375565611,316,"dedD",1270,569.470752002179,0.0256986594844163,0.0615937294528323,0.417228502198361,0.676511279323402,0.999807467026667,582.452298901652,534.663832449586,604.584771697884,556.182104959594
"315","degP",1403,1359,1425,22,0,473,2440,474,1,0,0.0154385964912281,317,"degP",141,5464.99104619514,-0.0612996996278972,0.0557373533830139,-1.09979566497641,0.271421161557892,0.999807467026667,5473.58169851111,5781.05268836114,5180.6495413161,5424.6802565922
"316","degQ",1367,1365,1368,1,0,455,2300,455,0,0,0.000730994152046784,318,"degQ",1747,987.797649109718,0.0341001671522308,0.0610717219273304,0.558362628006572,0.576596787030798,0.999807467026667,971.060062995341,963.856869826108,1012.75135290755,1003.52231070987
"317","degS",1057,1035,1068,11,0,355,1809,355,0,0,0.0102996254681648,319,"degS",1748,302.618870076285,0.0112315436541318,0.0581128768863981,0.193271169074761,0.846746604364559,0.999807467026667,322.461761694763,275.686038606818,331.51558004353,280.81209996003
"318","deoA",1300,1254,1323,23,0,439,2313,440,1,0,0.017384731670446,320,"deoA",2347,640.583775525697,-0.00784975854737442,0.0617324446686304,-0.127157746457485,0.89881554728195,0.999807467026667,666.972190855835,621.337852163093,660.156747543331,613.86831154053
"319","deoB",1203,1161,1224,21,0,407,2175,407,0,0,0.017156862745098,321,"deoB",2348,1318.8482617523,-0.0528162716157741,0.0600951334812547,-0.878877682038079,0.37946760076419,0.999807467026667,1359.66782708903,1356.50062178127,1278.15544444529,1281.06915369362
"320","deoC",768,744,780,12,0,257,1351,259,2,0,0.0153846153846154,322,"deoC",2346,286.780045966721,-0.00343571241844285,0.0584132259572684,-0.0588173716164248,0.953097571865144,0.999807467026667,273.770954373332,301.792671050645,271.1529166252,300.403641817706
"321","deoD",707,681,720,13,0,239,1257,239,0,0,0.0180555555555556,323,"deoD",2349,1164.45673490176,-0.102431688652798,0.0606865121997891,-1.68788228124855,0.0914338285888469,0.999807467026667,1209.00193273592,1259.38394909023,1075.98842886961,1113.45262891128
"322","deoR",756,750,759,3,0,252,1360,252,0,0,0.00395256916996047,324,"deoR",489,426.369577466368,0.0242565442126811,0.0608215060760244,0.398815251012717,0.69002933872538,0.999807467026667,435.461182459595,399.953609039436,453.199044394768,416.864473971672
"323","deoT",737,711,750,13,0,247,1320,249,2,0,0.0173333333333333,325,"yciT",737,368.538645621213,-0.0307062615285732,0.0602887860947048,-0.5093196184169,0.610528208753591,0.999807467026667,389.526458571452,367.58138480909,369.841080626597,347.205658477711
"324","der",1465,1449,1473,8,0,490,2585,490,0,0,0.00543109300746775,326,"der",1376,1502.69155671433,0.0284403512955343,0.0595892955062518,0.477272823145735,0.633167860595698,0.999807467026667,1474.50463680939,1483.90098810715,1517.68982308946,1534.67077885133
"325","dfp",1211,1191,1221,10,0,405,2134,406,1,0,0.00819000819000819,327,"dfp",1956,402.295944294744,0.0125362783893488,0.060585511778518,0.206918750396589,0.836073312705736,0.999807467026667,380.339513793823,415.617588505733,390.920105947284,422.306568932138
"326","dgoA",611,597,618,7,0,204,1056,205,1,0,0.0113268608414239,328,"dgoA",1987,57.5623838906495,0.00379273037917482,0.0383648113552089,0.0988596123687149,0.921249736425395,0.999807467026667,54.2029741880086,59.5231219719265,55.5719758454473,60.9514635572158
"327","dgoD",1120,1062,1149,29,0,382,2029,382,0,0,0.0252393385552654,329,"dgoD",1986,138.493673952549,-0.0336137418629666,0.0505431330294011,-0.66505061812083,0.506018117996476,0.999807467026667,154.34067226416,137.843019303409,139.888077128195,121.902927114432
"328","dgoR",682,666,690,8,0,229,1216,229,0,0,0.0115942028985507,330,"dgoR",1988,304.571817001297,-0.0109173996249752,0.058186909418654,-0.187626387688418,0.851169539215489,0.999807467026667,282.95789915096,333.120629983238,277.859879227236,324.348859643755
"329","dgoT",1275,1239,1293,18,0,429,2224,430,1,0,0.0139211136890951,331,"dgoT",1985,67.4488895144709,-0.000271069087514001,0.037901515495995,-0.0071519326857166,0.994293631977129,0.999807467026667,81.7638085208943,53.2575301854079,81.4416887390176,53.3325306125638
"330","dgsA",1212,1194,1221,9,0,405,2123,406,1,0,0.00737100737100737,332,"mlc",875,3742.23326194665,0.0224022417271576,0.0598094841334807,0.374560022573695,0.707987709333707,0.999807467026667,3933.84975378056,3457.5624008605,4034.71707388239,3542.80381926317
"331","dgt",1511,1497,1518,7,0,504,2703,505,1,0,0.00461133069828722,333,"dgt",140,604.525659476229,0.028931336442696,0.0617365586495624,0.468625674568613,0.639337222139355,0.999807467026667,587.045771290466,597.319750314771,612.249871814497,621.487244485182
"332","dhaH",1412,1398,1419,7,0,469,2478,472,3,0,0.00493305144467935,334,"dhaM",681,606.597522113443,0.0171727100173993,0.0617221412613346,0.278226089802834,0.780838808449493,0.999807467026667,584.289687857177,614.027995078821,597.877809095847,630.194596421927
"333","dhaK",1065,1053,1071,6,0,354,1883,356,2,0,0.00560224089635854,335,"dhaK",683,673.415703459069,0.0174811807232968,0.0617355534966316,0.283162290336485,0.777052433777226,0.999807467026667,635.736578611897,694.436423005809,650.575372397564,712.914439821006
"334","dhaL",630,624,633,3,0,208,1103,210,2,0,0.004739336492891,336,"dhaL",682,355.471721477904,0.0201636517280107,0.0601931004416785,0.33498277344174,0.737638081043991,0.999807467026667,354.616068416463,343.563282960769,368.882943112021,354.824591422363
"335","dhaR",1903,1869,1920,17,0,634,3374,639,5,0,0.00885416666666667,337,"dhaR",684,215.592305380322,0.00476755617932972,0.0562612750564903,0.0847395686383352,0.93246843786051,0.999807467026667,216.811896752034,211.985855443879,221.329765867213,212.241703458162
"336","dinB",1030,978,1056,26,0,351,1867,351,0,0,0.0246212121212121,338,"dinB",177,68.6321848529083,-0.00562919283195396,0.0409146171216727,-0.137583905898808,0.890569275784876,0.999807467026667,72.5768637432658,66.8329790561982,70.9021760786741,64.2167205334952
"337","dinF",1362,1326,1380,18,0,454,2291,459,5,0,0.0130434782608696,339,"dinF",2204,115.42835309595,-0.00658531027547519,0.0481344251644372,-0.13681082204635,0.891180329325958,0.999807467026667,108.405948376017,125.311835730372,108.269539147165,119.726089130245
"338","dinG",2106,2016,2151,45,0,713,3799,716,3,0,0.0209205020920502,340,"dinG",457,174.828758705131,-0.0170017654256468,0.0536323442201733,-0.317005823125138,0.751239183753707,0.999807467026667,170.877172863892,186.923488297804,161.925239963458,179.589133695368
"339","dipZ",1682,1650,1698,16,0,561,2950,565,4,0,0.0094228504122497,341,"dsbD",2253,428.050985394925,0.000988297641924093,0.0609786041141806,0.0162072854287306,0.987069023296126,0.999807467026667,419.843376337626,435.458629163041,413.915406297125,442.986529781907
"340","djlA",808,796,814,6,0,270,1443,271,1,0,0.00737100737100737,342,"djlA",73,231.13445978173,-0.00968476837199931,0.0550986554529024,-0.175771410252973,0.860473531221674,0.999807467026667,259.071842729126,208.853059550619,251.990166333666,204.62277051351
"341","dkgA",827,825,828,1,0,275,1454,275,0,0,0.00120772946859903,343,"dkgA",1633,190.11117791246,0.0160662195295741,0.054612233433446,0.294187190662207,0.768614868164192,0.999807467026667,194.763229285726,177.525100618026,203.125153090256,185.031228655834
"342","dkgB",804,804,804,0,0,267,1405,267,0,0,0,344,"dkgB",165,298.880258484457,0.0205836803810498,0.0585682049783649,0.351448032061994,0.725252253256266,0.999807467026667,309.600039006083,275.686038606818,322.89234241234,287.342613912589
"343","dld",1697,1659,1716,19,0,570,3076,571,1,0,0.0110722610722611,345,"dld",1164,4791.69784401272,0.00930067241731369,0.0551048647955447,0.168781330864742,0.865968643451031,0.999807467026667,4725.76439361214,4815.10728793953,4779.18992270847,4846.72977179075
"344","dmsA",2423,2379,2445,22,0,812,4395,814,2,0,0.00899795501022495,346,"dmsA",526,86.6890137879059,0.00427554921842985,0.0410987818731523,0.104031044803857,0.917144712036882,0.999807467026667,67.9833913544515,103.382264477557,70.9021760786741,104.488223240941
"345","dmsB",611,597,618,7,0,205,1105,205,0,0,0.0113268608414239,347,"dmsB",527,33.2657518188907,-0.000268845739765355,0.0308380735834849,-0.00871798100609415,0.993044145665166,0.999807467026667,32.1543067217,34.4607548258522,31.6185379810304,34.8294077469804
"346","dmsC",848,816,864,16,0,284,1431,287,3,0,0.0185185185185185,348,"dmsC",528,110.428761692814,-0.0187596818677281,0.0474031016355381,-0.395747983158637,0.692290953796131,0.999807467026667,105.649864942729,123.223305134865,99.6463015159745,113.195575177686
"347","dmsD",614,612,615,1,0,204,1059,204,0,0,0.0016260162601626,349,"dmsD",872,138.093925915351,0.0131291960917612,0.0509902337166373,0.25748452467825,0.796804760200587,0.999807467026667,137.804171664429,132.621692814643,143.720627186502,138.229211995829
"348","dnaA",1396,1380,1404,8,0,467,2503,467,0,0,0.0056980056980057,350,"dnaA",1994,1437.99257804457,0.031442002801816,0.0597687419575248,0.526060977227202,0.598845840595749,0.999807467026667,1420.30166262138,1405.58109077567,1469.78294736062,1456.30461142062
"349","dnaB",1395,1353,1416,21,0,471,2480,471,0,0,0.0148305084745763,351,"dnaB",2208,610.23947059591,-0.0576659479272068,0.0617315020672976,-0.934141337826858,0.350230990883095,0.999807467026667,622.874855923218,647.44448460692,572.008096202276,598.630445651226
"350","dnaC",734,726,738,4,0,245,1313,245,0,0,0.00542005420054201,352,"dnaC",2335,191.193903444592,0.0133220578233466,0.0549376911976535,0.24249395147344,0.808397443050373,0.999807467026667,183.738895552572,192.14481478657,189.711227886182,199.180675553044
"351","dnaE",3457,3405,3483,26,0,1160,6178,1160,0,0,0.00746482917025553,353,"dnaE",156,2014.63098958029,0.0187373022717981,0.0585717673116841,0.319903310618737,0.749041628141282,0.999807467026667,1968.7622658458,2020.65335115224,1996.7585803778,2072.34976094534
"352","dnaG",1739,1725,1746,7,0,581,3111,581,0,0,0.00400916380297824,354,"dnaG",1658,1667.54022150459,0.0356146593409781,0.0591754809254116,0.601848244982901,0.547275157526557,0.999807467026667,1624.25183668473,1646.80637455663,1689.19643819868,1709.90623657832
"353","dnaJ",1122,1104,1131,9,0,374,1977,376,2,0,0.00795755968169761,355,"dnaJ",50,1901.09473836436,0.0711145118119191,0.0592868305750927,1.19949930063887,0.230333856533227,0.999807467026667,1773.99903656008,1881.76606655108,1914.3587541242,2034.25509622208
"354","dnaK",1901,1869,1917,16,0,638,3339,638,0,0,0.00834637454355764,356,"dnaK",49,10627.6467021272,0.024838984227423,0.0554799504678731,0.447711002226048,0.654361780297632,0.999807467026667,10132.2813952466,10868.7132190142,10388.1269330403,11121.4652612077
"355","dnaN",1088,1056,1103,15,0,366,1944,366,0,0,0.013599274705349,357,"dnaN",1993,763.973741725841,0.0131501151323897,0.0617090297098832,0.213098718197534,0.831249964414048,0.999807467026667,784.56508400948,729.941443129415,799.086687156949,742.30175260752
"356","dnaQ",717,687,732,15,0,241,1293,243,2,0,0.0204918032786885,358,"dnaQ",171,496.390255754154,-0.0715685401320674,0.0614026762408124,-1.1655605995313,0.243792145705648,0.999807467026667,539.273658446797,508.557200005758,483.859444861222,453.870719702839
"357","dnaX",1910,1866,1932,22,0,640,3359,643,3,0,0.0113871635610766,359,"dnaX",283,871.396761126627,-0.00248878174837001,0.0614321552798407,-0.0405126881359268,0.967684391677056,0.999807467026667,890.214948952209,855.253278859786,882.44465092512,857.674165769393
"358","dos",2369,2307,2400,31,0,796,4272,799,3,0,0.0129166666666667,360,"dosP",835,268.988733683395,-0.00353206483941284,0.0567106919821474,-0.0622821678939262,0.950338128863893,0.999807467026667,295.81962183964,244.358079674225,294.14821697504,241.629016244677
"359","dppA",1582,1530,1608,26,0,535,2889,535,0,0,0.0161691542288557,361,"dppA",1906,15603.3525921372,-0.0527015839133735,0.0539408757142512,-0.977024996638121,0.328556777429462,0.999807467026667,15616.8874274908,16356.3273587068,14813.76411287,15626.4314694812
"360","dppB",1011,993,1020,9,0,338,1731,339,1,0,0.00882352941176471,362,"dppB",1905,863.153639658543,0.0518671428008449,0.0615354661515025,0.842882097831942,0.399294386682453,0.999807467026667,807.532445953552,861.518870646305,867.114450691893,916.448791342423
"361","dppC",901,897,903,2,0,300,1535,300,0,0,0.00221483942414175,363,"dppC",1904,701.596303217893,0.0253328481762046,0.0613533535794675,0.412900790229704,0.67967930208825,0.999807467026667,625.630939356506,749.782483786724,650.575372397564,780.39641733078
"362","dppD",966,930,984,18,0,326,1727,327,1,0,0.0182926829268293,364,"dppD",1903,753.412832854084,-0.023388118297231,0.0616428563410369,-0.37941327974546,0.70438099067861,0.999807467026667,770.784666843038,759.180871466501,751.179811428115,732.505981678682
"363","dppF",978,924,1005,27,0,332,1765,334,2,0,0.026865671641791,365,"dppF",1902,555.704883315172,-0.080835321828514,0.0616150622032737,-1.31194092707122,0.189540066984647,0.999807467026667,573.265354124023,604.629607399043,503.980332667332,540.94423907029
"364","dsbA",622,612,627,5,0,208,1106,208,0,0,0.00797448165869218,366,"dsbA",2088,2335.40592908262,0.0367835942321712,0.0578164309884997,0.636213505456397,0.524637271661925,0.999807467026667,2265.50058216321,2317.22469571412,2358.93456088778,2399.96387756537
"365","dsbC",706,696,711,5,0,236,1258,236,0,0,0.0070323488045007,367,"dsbC",1567,618.54452444075,0.0251275017437955,0.0617409575939781,0.406982701969727,0.684020693000072,0.999807467026667,598.07010502362,617.16079097208,618.956834416534,639.990367350765
"366","dsbG",747,747,747,0,0,248,1313,248,0,0,0,368,"dsbG",353,185.09884620176,0.0152314677850637,0.0537067432340257,0.283604383134776,0.776713577724823,0.999807467026667,167.20239495284,195.277610679829,174.381027652955,203.534351521417
"367","dsdA",1326,1320,1329,3,0,441,2354,442,1,0,0.00225733634311512,369,"dsdA",1288,97.1773002908374,0.00488932891266431,0.0457944350160811,0.106766879227735,0.914973923790668,0.999807467026667,90.0320588207601,102.337999179803,92.9393389139377,103.399804248848
"368","dusB",966,966,966,0,0,321,1723,321,0,0,0,370,"dusB",1762,3961.83316178038,0.0431635804608265,0.0556269067276299,0.775947882059512,0.437779759248471,0.999807467026667,3869.54114033716,3888.84396883253,4035.67521139697,4053.27232655485
"369","dusC",932,900,948,16,0,312,1654,315,3,0,0.0168776371308017,371,"dusC",1167,244.083994509559,-0.00997124428510395,0.0562402124789406,-0.177297414885083,0.859274781251594,0.999807467026667,267.340093028992,226.605569612422,262.52967899401,219.860636402814
"370","dxr",1195,1191,1197,2,0,398,2131,398,0,0,0.00167084377610693,372,"dxr",149,564.489682059784,0.0283863100088369,0.0616455076978065,0.460476538663449,0.645174207801705,0.999807467026667,568.671881735209,536.752363045092,593.087121522963,559.447361935873
"371","dxs",1830,1764,1863,33,0,618,3295,620,2,0,0.0177133655394525,373,"dxs",256,1022.00607181365,-0.0238726432315474,0.0610739588869346,-0.390880887150978,0.695885282155785,0.999807467026667,1019.75087031677,1053.66368543287,984.965364984824,1029.64436652011
"372","eamA",881,863,890,9,0,294,1483,297,3,0,0.0101123595505618,374,"eamA",859,627.345818130982,-0.0077449508659874,0.0616701229010631,-0.125586759060178,0.900059044702843,0.999807467026667,662.37871846702,599.408280910278,654.407922455871,593.18835069076
"373","ebgR",976,960,984,8,0,326,1725,327,1,0,0.00813008130081301,375,"ebgR",1664,87.3993701869843,0.00654537752015233,0.0440356497332575,0.148638150221478,0.881839167855942,0.999807467026667,92.7881422540486,79.3641626292354,95.8137514576677,81.6314244069854
"374","ECIAI1_3132",1048,1014,1065,17,0,354,1839,355,1,0,0.015962441314554,376,"yghQ",1615,17.4260554662205,-0.0221035493529182,0.0232059249867562,-0.952495940822566,0.340845523584034,0.999807467026667,20.2112785107829,21.929571252815,13.4139252040735,14.1494468972108
"375","ecpD",730,708,741,11,0,242,1285,246,4,0,0.0148448043184885,377,"yadV",127,4.33454568100072,-0.00106620134435349,0.0118170820386403,-0.0902254330525207,0.928108074094889,0.999807467026667,2.75608343328857,6.26559178651858,2.87441254373003,5.44209496046569
"376","eda",640,636,642,2,0,213,1095,213,0,0,0.00311526479750779,378,"eda",1030,521.149287185408,0.0220421045984237,0.061536350029831,0.358196490167817,0.720196273665398,0.999807467026667,500.688490380757,524.221179472055,515.477982842252,544.209496046569
"377","edd",1801,1779,1812,11,0,603,3214,603,0,0,0.00607064017660044,379,"edd",1031,296.422173906174,0.0201981149329733,0.0588688485306644,0.343103618248151,0.731520509201575,0.999807467026667,280.201815717672,300.748405752892,291.27380443131,313.464669722824
"378","efeB",1263,1245,1272,9,0,421,2253,423,2,0,0.00707547169811321,380,"efeB",600,1260.38938848958,0.00964764776290187,0.0604319145464935,0.159644913375687,0.873160796931111,0.999807467026667,1279.74140752366,1227.01172485989,1289.65309462021,1245.15132695455
"379","efeO",1114,1086,1128,14,0,374,1979,375,1,0,0.0124113475177305,381,"efeO",599,2299.49221203866,0.00948535707234525,0.0577825952155844,0.164155954521527,0.869608373859496,0.999807467026667,2279.28099932965,2297.38365505681,2306.23699758606,2315.06719618211
"380","elaC",911,897,918,7,0,304,1612,305,1,0,0.00762527233115468,382,"rbn",1247,151.189384201491,0.00937036979396641,0.0517796159004011,0.180966382832782,0.856393962924245,0.999807467026667,157.096755697449,140.975815196668,161.925239963458,144.759725948387
