Gene	Identity	Score	Length	Mismatches	DE
VV1_RS12290	682	648.0	699	17	0
VV1_RS09145	1388	1332.0	1416	28	0
VV1_RS02670	712	702.0	717	5	0
VV1_RS02690	932	882.0	957	25	0
VV1_RS11260	717	699.0	726	9	0
VV1_RS00070	605	597.0	609	4	0
VV1_RS13515	657	645.0	663	6	0
VV1_RS02855	851	825.0	864	13	0
VV1_RS13105	1293	1269.0	1305	12	0
VV1_RS14735	1308	1272.0	1326	18	0
VV1_RS10145	722	690.0	738	16	0
VV1_RS06515	1202	1182.0	1212	10	0
VV1_RS08825	1348	1326.0	1359	11	0
VV1_RS06510	775	741.0	792	17	0
VV1_RS02075	1136	1086.0	1161	25	0
VV1_RS10895	925	903.0	936	11	0
VV1_RS08630	1218	1206.0	1224	6	0
VV1_RS06450	994	966.0	1008	14	0
VV1_RS08635	999	981.0	1008	9	0
VV1_RS13645	1199	1179.0	1209	10	0
VV1_RS06895	1362	1326.0	1380	18	0
VV1_RS07260	786	768.0	795	9	0
VV1_RS12660	840	834.0	843	3	0
VV1_RS10765	598	588.0	603	5	0
VV1_RS02985	734	696.0	753	19	1
VV1_RS03200	2291	2211.0	2331	40	0
VV1_RS09870	1927	1911.0	1935	8	0
VV1_RS03205	1280	1266.0	1287	7	0
VV1_RS02980	1234	1188.0	1257	23	0
VV1_RS09285	613	603.0	618	5	0
VV1_RS07855	993	951.0	1014	21	0
VV1_RS10050	792	786.0	795	3	0
VV1_RS07850	1150	981.0	1233	83	0
VV1_RS13845	738	666.0	774	36	0
VV1_RS09850	751	741.0	756	5	0
VV1_RS07760	907	873.0	924	17	0
VV1_RS06585	662	648.0	669	7	0
VV1_RS09325	1185	1125.0	1215	30	0
VV1_RS10930	633	633.0	633	0	0
THRS	1903	1851.0	1929	26	0
VV1_RS06580	821	807.0	828	7	0
VV1_RS07820	2523	2375.0	2597	74	0
GAPA	1022	984.0	1041	19	0
VV1_RS00775	1306	1272.0	1323	17	0
VV1_RS10130	1484	1440.0	1506	22	0
VV1_RS10425	671	639.0	687	16	0
VV1_RS00770	757	753.0	759	2	0
VV1_RS13595	635	603.0	651	16	0
VV1_RS06060	1524	1506.0	1533	9	0
VV1_RS10090	791	789.0	792	1	0
VV1_RS04930	1613	1545.0	1647	34	0
VV1_RS10095	1324	1296.0	1338	14	0
VV1_RS05380	682	639.0	703	21	0
VV1_RS02215	606	600.0	609	3	0
VV1_RS00575	1236	1194.0	1257	21	0
VV1_RS04060	1012	984.0	1026	14	0
VV1_RS02210	878	822.0	906	28	0
VV1_RS09515	690	678.0	696	6	0
VV1_RS04705	930	906.0	942	12	0
VV1_RS06205	1373	1305.0	1407	34	0
VV1_RS04700	977	969.0	981	4	0
VV1_RS09800	3436	3384.0	3462	26	0
VV1_RS08850	786	780.0	789	3	0
VV1_RS14905	880	870.0	885	5	0
VV1_RS08375	977	891.0	1020	43	0
VV1_RS06190	634	630.0	636	2	0
VV1_RS06960	1165	1149.0	1173	8	0
VV1_RS10745	1545	1515.0	1560	15	0
VV1_RS06965	980	948.0	996	16	0
VV1_RS06195	1162	1116.0	1185	23	0
VV1_RS06615	1387	1371.0	1395	8	0
VV1_RS13780	1382	1374.0	1386	4	0
VV1_RS04905	918	912.0	921	3	0
VV1_RS05930	682	678.0	684	2	0
VV1_RS10735	1190	1146.0	1212	22	0
VV1_RS06805	1684	1602.0	1725	41	0
VV1_RS05010	1079	1029.0	1104	25	0
VV1_RS03850	1045	1017.0	1059	14	0
VV1_RS00170	713	681.0	729	16	0
VV1_RS10080	713	711.0	714	1	0
VV1_RS08350	1418	1386.0	1434	16	0
VV1_RS01550	873	849.0	885	12	0
VV1_RS15035	985	975.0	990	5	0
VV1_RS01555	1832	1764.0	1866	34	0
VV1_RS12965	686	672.0	693	7	0
VV1_RS09440	1264	1260.0	1266	2	0
VV1_RS12960	1921	1893.0	1935	14	0
VV1_RS13860	1064	1044.0	1074	10	0
VV1_RS01655	3831	3705.0	3894	63	0
VV1_RS02590	1312	1308.0	1314	2	0
VV1_RS05420	991	975.0	999	8	0
VV1_RS04915	1804	1728.0	1842	38	0
VV1_RS02595	705	675.0	720	15	0
VV1_RS00705	864	840.0	876	12	0
VV1_RS00255	646	624.0	657	11	0
VV1_RS02450	718	696.0	729	11	0
VV1_RS05540	2379	2277.0	2430	51	0
VV1_RS12535	1641	1635.0	1644	3	0
VV1_RS14010	1122	1116.0	1125	3	0
VV1_RS05545	623	621.0	624	1	0
VV1_RS12450	927	885.0	948	21	0
VV1_RS07680	734	720.0	741	7	0
VV1_RS12455	745	741.0	747	2	0
VV1_RS11225	970	966.0	972	2	0
VV1_RS10060	675	669.0	678	3	0
VV1_RS10140	966	954.0	972	6	0
VV1_RS12590	660	642.0	669	9	0
VV1_RS01985	1119	1101.0	1128	9	0
VV1_RS12595	1977	1929.0	2001	24	0
VV1_RS09940	791	759.0	807	16	0
VV1_RS07765	751	711.0	771	20	0
VV1_RS10630	1349	1323.0	1362	13	0
VV1_RS15015	1858	1824.0	1875	17	0
VV1_RS04790	725	699.0	738	13	0
VV1_RS13990	1328	1284.0	1350	22	0
VV1_RS10635	1239	1209.0	1254	15	0
VV1_RS07445	1264	1248.0	1272	8	0
VV1_RS12160	923	903.0	933	10	0
VV1_RS07090	726	714.0	732	6	0
VV1_RS07785	1344	1308.0	1362	18	0
VV1_RS08220	915	897.0	924	9	0
VV1_RS05900	1273	1203.0	1308	35	0
VV1_RS09095	890	864.0	903	13	0
VV1_RS14495	760	744.0	768	8	0
VV1_RS11160	1167	1131.0	1185	18	0
VV1_RS13600	612	588.0	624	12	0
VV1_RS08170	772	762.0	777	5	0
VV1_RS10850	2142	2082.0	2172	30	0
VV1_RS06335	718	708.0	723	5	0
VV1_RS04590	1782	1770.0	1788	6	0
VV1_RS10705	1385	1317.0	1419	34	0
VV1_RS06330	782	780.0	783	1	0
VV1_RS08070	728	718.0	733	5	0
VV1_RS11005	874	852.0	885	11	0
VV1_RS04845	812	810.0	813	1	0
VV1_RS12815	952	906.0	975	23	0
VV1_RS15040	838	780.0	867	29	0
VV1_RS04400	819	798.0	829	10	0
VV1_RS12365	600	582.0	609	9	0
VV1_RS12790	1472	1410.0	1503	31	0
VV1_RS13545	1334	1302.0	1350	16	0
VV1_RS03400	701	693.0	705	4	0
VV1_RS00950	901	855.0	924	23	0
VV1_RS09880	666	666.0	666	0	0
VV1_RS05335	1160	1120.0	1180	20	0
VV1_RS03035	603	585.0	612	9	0
VV1_RS14300	1549	1527.0	1560	11	0
VV1_RS14260	921	915.0	924	3	0
VV1_RS05330	1167	1125.0	1188	21	0
VV1_RS13465	1676	1662.0	1683	7	0
VV1_RS00790	669	669.0	669	0	0
VV1_RS12985	1416	1386.0	1431	15	0
VV1_RS00795	1632	1596.0	1650	18	0
VV1_RS14065	1082	1056.0	1095	13	0
VV1_RS13355	731	717.0	738	7	0
VV1_RS04125	1386	1350.0	1404	18	0
VV1_RS08595	1131	1131.0	1131	0	0
VV1_RS13350	1674	1644.0	1689	15	0
VV1_RS09100	1123	1101.0	1134	11	0
VV1_RS04120	2043	1965.0	2082	39	0
VV1_RS07610	935	903.0	951	16	0
VV1_RS08455	833	795.0	852	19	0
VV1_RS06715	1116	1086.0	1131	15	0
VV1_RS14660	1382	1344.0	1401	19	0
VV1_RS14845	903	879.0	915	12	0
VV1_RS07945	1084	1062.0	1095	11	0
VV1_RS09310	1959	1911.0	1983	24	0
VV1_RS06410	624	618.0	627	3	0
VV1_RS02035	1679	1653.0	1692	13	0
VV1_RS07895	981	951.0	996	15	0
VV1_RS09920	770	768.0	771	1	0
VV1_RS11145	632	630.0	633	1	0
VV1_RS08770	722	694.0	736	14	0
VV1_RS06020	633	627.0	636	3	0
VV1_RS07220	1098	1080.0	1107	9	0
VV1_RS06790	1623	1551.0	1656	33	0
VV1_RS13605	1511	1473.0	1530	19	0
VV1_RS12710	1151	1095.0	1179	28	0
VV1_RS06025	937	903.0	954	17	0
VV1_RS10490	597	573.0	609	12	0
VV1_RS06795	841	825.0	849	8	0
VV1_RS13665	1022	1002.0	1032	10	0
VV1_RS07340	1164	1140.0	1176	12	0
VV1_RS06385	988	942.0	1011	23	0
VV1_RS08575	646	600.0	669	23	0
VV1_RS07345	1223	1203.0	1233	10	0
VV1_RS04565	769	759.0	774	5	0
VV1_RS06540	1004	996.0	1008	4	0
VV1_RS10255	1150	1126.0	1162	12	0
VV1_RS14385	633	615.0	642	9	0
VV1_RS04560	862	834.0	876	14	0
VV1_RS03320	783	771.0	789	6	0
VV1_RS05200	860	852.0	864	4	0
VV1_RS10395	1732	1672.0	1762	30	0
VV1_RS03325	795	777.0	804	9	0
VV1_RS00925	787	771.0	795	8	0
VV1_RS09815	682	678.0	684	2	0
VV1_RS04330	636	630.0	639	3	0
VV1_RS09775	863	837.0	876	13	0
VV1_RS13695	949	921.0	963	14	0
VV1_RS04335	618	618.0	618	0	0
ZNUC	778	762.0	786	8	0
VV1_RS12230	944	900.0	966	22	0
VV1_RS12275	1754	1704.0	1779	25	0
VV1_RS04235	918	894.0	930	12	0
VV1_RS08685	649	609.0	669	20	0
VV1_RS14115	1040	1032.0	1044	4	0
VV1_RS14165	669	639.0	684	15	0
VV1_RS14160	738	726.0	744	6	0
VV1_RS13180	803	777.0	816	13	0
VV1_RS13930	1226	1161.0	1258	32	0
VV1_RS07885	885	873.0	891	6	0
VV1_RS02625	678	672.0	681	3	0
VV1_RS11010	871	849.0	882	11	0
VV1_RS13070	651	633.0	660	9	0
VV1_RS07510	891	879.0	897	6	0
VV1_RS14765	2666	2646.0	2676	10	0
VV1_RS02145	1198	1164.0	1215	17	0
VV1_RS12795	679	663.0	687	8	0
VV1_RS15020	920	888.0	936	16	0
VV1_RS08815	835	819.0	843	8	0
VV1_RS04620	1926	1890.0	1944	18	0
VV1_RS00165	1418	1380.0	1437	19	0
VV1_RS05510	849	831.0	858	9	0
VV1_RS08810	751	741.0	756	5	0
VV1_RS14290	935	909.0	948	13	0
VV1_RS05760	920	906.0	927	7	0
VV1_RS11900	744	726.0	753	9	0
VV1_RS07515	970	924.0	993	23	0
VV1_RS08395	1585	1551.0	1602	17	0
VV1_RS12630	818	782.0	836	18	0
VV1_RS11180	1299	1269.0	1314	15	0
VV1_RS12635	1333	1281.0	1359	26	0
VV1_RS05885	613	591.0	624	11	0
VV1_RS13320	671	657.0	678	7	0
VV1_RS07305	884	858.0	897	13	0
VV1_RS02525	2238	2220.0	2247	9	0
VV1_RS13690	1594	1548.0	1617	23	0
VV1_RS10580	1450	1392.0	1479	29	0
VV1_RS07865	1022	1008.0	1029	7	0
VV1_RS09255	2187	2109.0	2226	39	0
VV1_RS02815	1188	1176.0	1194	6	0
VV1_RS05110	1475	1455.0	1485	10	0
VV1_RS09250	740	738.0	741	1	0
VV1_RS07860	1612	1590.0	1623	11	0
VV1_RS07830	1261	1251.0	1266	5	0
VV1_RS14060	1576	1512.0	1608	32	0
VV1_RS01345	873	867.0	876	3	0
VV1_RS14935	727	693.0	744	17	0
VV1_RS03145	1777	1719.0	1806	29	0
VV1_RS08995	1202	1182.0	1212	10	0
VV1_RS03140	1699	1647.0	1725	26	0
VV1_RS09265	770	756.0	777	7	0
VV1_RS02520	783	765.0	792	9	0
VV1_RS04945	862	822.0	882	20	0
VV1_RS11200	776	774.0	777	1	0
VV1_RS00190	1230	1176.0	1257	27	0
VV1_RS04195	1008	978.0	1023	15	0
VV1_RS00625	1150	1104.0	1173	23	0
VV1_RS04190	1184	1152.0	1200	16	0
VV1_RS02360	725	723.0	726	1	0
VV1_RS02240	669	657.0	675	6	0
VV1_RS00580	664	654.0	669	5	0
VV1_RS04055	1006	932.0	1043	37	0
VV1_RS09420	993	951.0	1014	21	0
VV1_RS04050	1735	1557.0	1824	89	0
VV1_RS12555	1888	1824.0	1920	32	0
VV1_RS08920	727	717.0	732	5	0
VV1_RS10100	712	690.0	723	11	0
VV1_RS08925	1234	1200.0	1251	17	0
VV1_RS07400	1769	1719.0	1794	25	0
VV1_RS13500	659	633.0	672	13	0
VV1_RS07405	885	855.0	900	15	0
VV1_RS11205	653	651.0	654	1	0
VV1_RS14980	3061	2957.0	3113	52	0
VV1_RS06930	988	954.0	1005	17	0
VV1_RS09105	1120	1092.0	1134	14	0
VV1_RS14985	1055	1029.0	1068	13	0
VV1_RS06935	1216	1206.0	1221	5	0
VV1_RS10470	790	780.0	795	5	0
VV1_RS07290	1074	1068.0	1077	3	0
VV1_RS02390	1654	1626.0	1668	14	0
VV1_RS13770	784	762.0	795	11	0
VV1_RS08400	986	954.0	1002	16	0
VV1_RS01460	670	654.0	678	8	0
VV1_RS11045	3794	3708.0	3837	43	0
VV1_RS14815	1796	1746.0	1821	25	0
VV1_RS11040	2821	2757.0	2853	32	0
VV1_RS14240	787	753.0	804	17	0
VV1_RS12855	631	621.0	636	5	0
VV1_RS04495	992	990.0	993	1	0
VV1_RS03915	1164	1110.0	1191	27	0
VV1_RS01505	738	726.0	744	6	0
VV1_RS13585	1125	1083.0	1146	21	0
VV1_RS05370	1241	1215.0	1254	13	0
VV1_RS01660	1561	1503.0	1590	29	0
VV1_RS10730	868	846.0	879	11	0
VV1_RS03565	991	987.0	993	2	0
VV1_RS14295	3081	3021.0	3111	30	0
VV1_RS05470	620	618.0	621	1	0
VV1_RS02565	863	849.0	870	7	0
VV1_RS14435	1112	1068.0	1134	22	0
VV1_RS04285	1815	1785.0	1830	15	0
VV1_RS12300	1434	1392.0	1455	21	0
VV1_RS14825	651	627.0	663	12	0
VV1_RS02400	998	984.0	1005	7	0
VV1_RS05570	1092	1056.0	1110	18	0
VV1_RS12305	1984	1886.0	2033	49	0
VV1_RS14180	931	909.0	942	11	0
VV1_RS13250	1183	1131.0	1209	26	0
VV1_RS02760	1129	1107.0	1140	11	0
VV1_RS00690	2234	2148.0	2277	43	0
VV1_RS02765	799	777.0	810	11	0
VV1_RS07175	627	627.0	627	0	0
VV1_RS13150	1156	1134.0	1167	11	0
VV1_RS09985	2206	2166.0	2226	20	0
VV1_RS07650	1360	1326.0	1377	17	0
VV1_RS05135	1979	1899.0	2019	40	0
VV1_RS01180	1035	1017.0	1044	9	0
VV1_RS08315	932	906.0	945	13	0
VV1_RS03965	799	777.0	810	11	0
VV1_RS08310	950	918.0	966	16	0
VV1_RS10935	1534	1506.0	1548	14	0
VV1_RS05585	789	783.0	792	3	0
VV1_RS13540	642	606.0	660	18	0
VV1_RS09980	701	693.0	705	4	0
VV1_RS09045	1002	966.0	1020	18	0
VV1_RS03945	779	753.0	792	13	0
VV1_RS12735	1397	1323.0	1434	37	0
VV1_RS06065	875	849.0	888	13	0
VV1_RS11130	782	737.0	804	22	0
GLNG	1395	1365.0	1410	15	0
VV1_RS12360	2794	2670.0	2856	62	0
VV1_RS01760	1118	1074.0	1140	22	0
VV1_RS05835	1934	1896.0	1953	19	0
VV1_RS12435	783	771.0	789	6	0
VV1_RS11190	643	639.0	645	2	0
VV1_RS01005	1115	1089.0	1128	13	0
VV1_RS03280	2514	2382.0	2580	66	0
VV1_RS13825	729	723.0	732	3	0
VV1_RS05580	672	648.0	684	12	0
VV1_RS07300	616	606.0	621	5	0
VV1_RS04835	877	867.0	882	5	0
VV1_RS10215	1067	1065.0	1068	1	0
VV1_RS04830	772	768.0	774	2	0
VV1_RS13195	1126	1104.0	1137	11	0
VV1_RS12980	1615	1569.0	1638	23	0
VV1_RS03360	1452	1428.0	1464	12	0
VV1_RS12495	1429	1419.0	1434	5	0
VV1_RS03045	995	945.0	1020	25	0
VV1_RS13450	853	849.0	855	2	0
VV1_RS09915	760	738.0	771	11	0
VV1_RS00845	1211	1203.0	1215	4	0
VV1_RS13455	1246	1242.0	1248	2	0
VV1_RS13405	1260	1254.0	1263	3	0
VV1_RS12285	710	690.0	720	10	0
VV1_RS06740	1113	1095.0	1122	9	0
VV1_RS04275	635	621.0	642	7	0
VV1_RS10925	1866	1770.0	1914	48	0
VV1_RS06745	1752	1728.0	1764	12	0
VV1_RS10125	964	906.0	993	29	0
VV1_RS10920	2742	2610.0	2808	66	0
VV1_RS14440	1244	1242.0	1245	1	0
VV1_RS12490	618	612.0	621	3	0
VV1_RS06660	659	651.0	663	4	0
VV1_RS13630	1589	1533.0	1617	28	0
VV1_RS04175	805	759.0	828	23	0
VV1_RS06280	956	912.0	978	22	0
VV1_RS13680	667	657.0	672	5	0
VV1_RS02840	1712	1674.0	1731	19	0
VV1_RS07835	1177	1137.0	1197	20	0
VV1_RS09260	1113	1077.0	1131	18	0
VV1_RS09340	1208	1170.0	1227	19	0
VV1_RS06520	1841	1773.0	1875	34	0
VV1_RS13475	2229	2115.0	2286	57	0
VV1_RS09345	723	705.0	732	9	0
VV1_RS13985	1292	1260.0	1308	16	0
VV1_RS02100	1108	1074.0	1125	17	0
VV1_RS02060	1014	996.0	1023	9	0
VV1_RS11255	1614	1584.0	1629	15	0
VV1_RS02065	875	855.0	885	10	0
VV1_RS12395	1196	1146.0	1221	25	0
VV1_RS08620	630	624.0	633	3	0
VV1_RS06880	3844	3756.0	3888	44	0
VV1_RS05725	4189	4161.0	4203	14	0
VV1_RS08305	1457	1395.0	1488	31	0
VV1_RS01715	1126	1086.0	1146	20	0
VV1_RS06885	811	783.0	825	14	0
VV1_RS12675	2059	1977.0	2100	41	0
VV1_RS10910	691	663.0	705	14	0
VV1_RS12670	835	819.0	843	8	0
VV1_RS10505	837	831.0	840	3	0
VV1_RS07375	1584	1536.0	1608	24	0
VV1_RS04530	1801	1731.0	1836	35	0
VV1_RS02995	680	678.0	681	1	0
VV1_RS09290	665	657.0	669	4	0
VV1_RS02990	1505	1479.0	1518	13	0
VV1_RS04535	890	840.0	915	25	0
VV1_RS01485	2245	2205.0	2265	20	0
VV1_RS09295	744	744.0	744	0	0
VV1_RS14800	1313	1269.0	1335	22	0
VV1_RS05250	1357	1317.0	1377	20	0
VV1_RS14805	985	951.0	1002	17	0
VV1_RS05255	598	570.0	612	14	0
VV1_RS09865	1267	1257.0	1272	5	0
VV1_RS07905	1021	1011.0	1026	5	0
VV1_RS09720	2126	2106.0	2136	10	0
VV1_RS05390	693	645.0	717	24	0
VV1_RS07900	973	951.0	984	11	0
VV1_RS09860	1515	1479.0	1533	18	0
VV1_RS09725	969	933.0	987	18	0
VV1_RS04900	1188	1152.0	1206	18	0
VV1_RS13270	959	885.0	996	37	0
HFLB	1946	1932.0	1953	7	0
VV1_RS06800	1105	1071.0	1122	17	0
VV1_RS09460	872	864.0	876	4	0
VV1_RS14155	1051	1029.0	1062	11	0
VV1_RS08670	1338	1284.0	1365	27	0
VV1_RS09465	1101	1089.0	1107	6	0
VV1_RS14650	858	792.0	891	33	0
VV1_RS02205	1623	1599.0	1635	12	0
VV1_RS00095	2317	2247.0	2352	35	0
VV1_RS02610	1418	1392.0	1431	13	0
VV1_RS02200	1293	1251.0	1314	21	0
VV1_RS13975	1038	1008.0	1053	15	0
VV1_RS09505	1621	1593.0	1635	14	0
VV1_RS07025	1314	1296.0	1323	9	0
VV1_RS14790	1428	1410.0	1437	9	0
VV1_RS13610	1638	1590.0	1662	24	0
VV1_RS07320	637	597.0	657	20	0
VV1_RS14795	1170	1140.0	1185	15	0
VV1_RS06230	1084	1068.0	1092	8	0
VV1_RS13025	1116	1062.0	1143	27	0
VV1_RS09385	1082	1074.0	1086	4	0
VV1_RS02190	1186	1152.0	1203	17	0
VV1_RS06170	1191	1173.0	1200	9	0
VV1_RS13745	972	936.0	990	18	0
VV1_RS14925	1740	1716.0	1752	12	0
VV1_RS08990	1235	1201.0	1252	17	0
VV1_RS00140	991	975.0	999	8	0
VV1_RS06875	1469	1467.0	1470	1	0
VV1_RS00145	1094	1050.0	1116	22	0
UBIF	1125	1077.0	1149	24	0
VV1_RS10550	1540	1476.0	1572	32	0
TLDD	1417	1359.0	1446	29	0
VV1_RS04950	588	552.0	606	18	0
VV1_RS02290	687	681.0	690	3	0
VV1_RS03485	1245	1215.0	1260	15	0
VV1_RS12950	619	603.0	627	8	0
VV1_RS12400	718	678.0	738	20	0
VV1_RS13890	1293	1269.0	1305	12	0
VV1_RS03480	704	702.0	705	1	0
VV1_RS01540	756	744.0	762	6	0
VV1_RS03950	1015	975.0	1035	20	0
VV1_RS01625	834	815.0	843	9	0
VV1_RS08285	1206	1176.0	1221	15	0
VV1_RS13380	652	642.0	657	5	0
VV1_RS03520	868	852.0	876	8	0
VV1_RS00890	861	837.0	873	12	0
VV1_RS13305	681	645.0	699	18	0
VV1_RS00240	1701	1683.0	1710	9	0
VV1_RS00715	779	765.0	786	7	0
VV1_RS05430	1212	1188.0	1224	12	0
VV1_RS00245	1513	1449.0	1545	32	0
VV1_RS12345	1601	1485.0	1659	58	0
VV1_RS02445	1648	1578.0	1683	35	0
VV1_RS02440	1448	1374.0	1485	37	0
VV1_RS07690	857	831.0	870	13	0
VV1_RS13470	1199	1191.0	1203	4	0
VV1_RS09905	1532	1500.0	1548	16	0
VV1_RS10070	1002	996.0	1005	3	0
VV1_RS07695	1211	1179.0	1227	16	0
VV1_RS01975	746	726.0	756	10	0
VV1_RS02720	678	642.0	696	18	0
VV1_RS02680	2334	2316.0	2343	9	0
VV1_RS07750	619	519.0	669	50	0
VV1_RS13115	809	741.0	843	34	0
VV1_RS07755	1618	1512.0	1671	53	0
VV1_RS02685	1765	1749.0	1773	8	0
VV1_RS13110	871	849.0	882	11	0
VV1_RS14595	927	885.0	948	21	0
VV1_RS08210	1510	1458.0	1536	26	0
VV1_RS08215	1198	1170.0	1212	14	0
VV1_RS10390	832	816.0	840	8	0
VV1_RS10720	1311	1293.0	1320	9	0
VV1_RS14205	1451	1431.0	1461	10	0
VV1_RS08425	1434	1398.0	1452	18	0
VV1_RS06905	740	714.0	753	13	0
VV1_RS14725	865	831.0	882	17	0
VV1_RS06300	1766	1692.0	1803	37	0
VV1_RS05875	1687	1653.0	1704	17	0
VV1_RS04870	859	843.0	867	8	0
VV1_RS05975	1010	984.0	1023	13	0
VV1_RS13395	1705	1671.0	1722	17	0
VV1_RS04875	1404	1404.0	1404	0	0
VV1_RS01435	1657	1599.0	1686	29	0
VV1_RS12825	1118	1062.0	1146	28	0
VV1_RS05280	831	813.0	840	9	0
VV1_RS01530	1415	1347.0	1449	34	0
VV1_RS05285	2013	1953.0	2043	30	0
VV1_RS12820	1135	1071.0	1167	32	0
VV1_RS03415	620	582.0	639	19	0
VV1_RS03000	1253	1239.0	1260	7	0
VV1_RS13555	1613	1581.0	1629	16	0
VV1_RS03005	603	585.0	612	9	0
VV1_RS14270	1018	1002.0	1026	8	0
VV1_RS08690	1690	1638.0	1716	26	0
VV1_RS00805	768	768.0	768	0	0
VV1_RS05440	987	957.0	1002	15	0
VV1_RS12695	1483	1461.0	1494	11	0
VV1_RS02535	676	660.0	684	8	0
VV1_RS14070	1019	1005.0	1026	7	0
VV1_RS13360	1356	1326.0	1371	15	0
VV1_RS13685	1015	969.0	1038	23	0
VV1_RS07150	1110	1050.0	1140	30	0
VV1_RS13365	1249	1227.0	1260	11	0
VV1_RS14075	1365	1335.0	1380	15	0
VV1_RS14085	1332	1320.0	1338	6	0
VV1_RS09060	1124	1104.0	1134	10	0
VV1_RS13200	1065	1047.0	1074	9	0
VV1_RS06625	1212	1212.0	1212	0	0
VV1_RS07265	1151	1143.0	1155	4	0
VV1_RS05855	3399	3333.0	3432	33	0
VV1_RS14130	1154	1122.0	1170	16	0
VV1_RS08445	759	741.0	768	9	0
VV1_RS10555	1855	1797.0	1884	29	0
VV1_RS14025	723	639.0	765	42	0
VV1_RS07620	2858	2856.0	2859	1	0
VV1_RS13165	782	762.0	792	10	0
VV1_RS14730	649	639.0	654	5	0
VV1_RS08780	2591	2529.0	2622	31	0
VV1_RS07970	1402	1348.0	1429	27	0
VV1_RS08785	871	855.0	879	8	0
VV1_RS02025	1534	1518.0	1542	8	0
VV1_RS02020	1221	1155.0	1254	33	0
VV1_RS01580	1082	1026.0	1110	28	0
VV1_RS08665	2517	2469.0	2541	24	0
VV1_RS05800	1619	1575.0	1641	22	0
VV1_RS08660	731	705.0	744	13	0
VV1_RS06010	969	963.0	972	3	0
VV1_RS11105	1896	1866.0	1911	15	0
VV1_RS12730	1155	1107.0	1179	24	0
VV1_RS10540	638	636.0	639	1	0
VV1_RS08935	1932	1896.0	1950	18	0
VV1_RS10265	2383	2313.0	2418	35	0
VV1_RS02890	734	726.0	738	4	0
VV1_RS02895	1249	1215.0	1266	17	0
VV1_RS10685	1538	1524.0	1545	7	0
VV1_RS12510	1695	1665.0	1710	15	0
VV1_RS00930	720	690.0	735	15	0
VV1_RS09820	1230	1200.0	1245	15	0
VV1_RS11270	1664	1596.0	1698	34	0
VV1_RS13520	1185	1149.0	1203	18	0
VV1_RS14265	940	918.0	951	11	0
VV1_RS03310	654	642.0	660	6	0
VV1_RS10380	1760	1698.0	1791	31	0
VV1_RS09390	622	618.0	624	2	0
VV1_RS06490	606	594.0	612	6	0
VV1_RS04345	2766	2706.0	2796	30	0
VV1_RS10235	1045	1011.0	1062	17	0
VV1_RS06495	2604	2544.0	2634	30	0
VV1_RS12235	949	921.0	963	14	0
VV1_RS09760	1426	1392.0	1443	17	0
VV1_RS09945	2111	2097.0	2118	7	0
VV1_RS04220	1192	1140.0	1218	26	0
VV1_RS12515	1213	1203.0	1218	5	0
VV1_RS08145	2042	1998.0	2064	22	0
VV1_RS04225	1462	1386.0	1500	38	0
VV1_RS04580	1130	1068.0	1161	31	0
VV1_RS14525	861	819.0	882	21	0
VV1_RS02970	1420	1395.0	1432	12	0
VV1_RS02790	1210	1200.0	1215	5	0
VV1_RS02975	2817	2745.0	2853	36	0
VV1_RS06270	837	771.0	870	33	0
VV1_RS09545	1557	1515.0	1578	21	0
VV1_RS10180	1558	1500.0	1587	29	0
VV1_RS09235	885	879.0	888	3	0
VV1_RS12990	1604	1542.0	1635	31	0
VV1_RS04610	835	831.0	837	2	0
VV1_RS02155	702	648.0	729	27	0
VV1_RS06575	1492	1482.0	1497	5	0
VV1_RS06145	1703	1671.0	1719	16	0
VV1_RS07520	2526	2454.0	2562	36	0
VV1_RS05655	964	954.0	969	5	0
VV1_RS02095	944	930.0	951	7	0
VV1_RS09785	1248	1164.0	1290	42	0
VV1_RS06475	1123	1035.0	1167	44	0
VV1_RS13700	880	864.0	888	8	0
VV1_RS06080	1056	1050.0	1059	3	0
VV1_RS07240	727	717.0	732	5	0
VV1_RS10435	887	837.0	912	25	0
VV1_RS10650	1698	1662.0	1716	18	0
VV1_RS05890	627	609.0	636	9	0
VV1_RS13275	1006	957.0	1030	24	0
VV1_RS14665	2021	2001.0	2031	10	0
VV1_RS12225	863	855.0	867	4	0
VV1_RS07880	1903	1869.0	1920	17	0
VV1_RS05105	883	867.0	891	8	0
VV1_RS13655	3065	2979.0	3108	43	0
VV1_RS07875	2355	2250.0	2407	52	0
VV1_RS14850	2145	2121.0	2157	12	0
VV1_RS14185	1217	1215.0	1218	1	0
VV1_RS07870	1404	1386.0	1413	9	0
VV1_RS12310	864	830.0	881	17	0
VV1_RS02800	767	765.0	768	1	0
VV1_RS14855	912	858.0	939	27	0
VV1_RS03170	1539	1521.0	1548	9	0
VV1_RS03175	1081	1059.0	1092	11	0
VV1_RS10025	1273	1245.0	1287	14	0
VV1_RS02480	1545	1509.0	1563	18	0
VV1_RS00205	750	744.0	753	3	0
VV1_RS14535	1538	1482.0	1566	28	0
VV1_RS04955	966	924.0	987	21	0
VV1_RS03775	1092	1026.0	1125	33	1
VV1_RS09435	912	882.0	927	15	0
VV1_RS02275	1487	1461.0	1500	13	0
VV1_RS04045	850	810.0	870	20	0
VV1_RS10995	1063	1035.0	1077	14	0
VV1_RS00595	930	900.0	945	15	0
