Gene	Identity	Score	Length	Mismatches	DE
VV1_RS02690	313	1684.0	318	5	0
VV1_RS11260	240	1285.0	241	1	0
VV1_RS00070	200	1075.0	202	2	0
VV1_RS13515	220	1190.0	220	0	0
VV1_RS02855	287	1528.0	287	0	0
VV1_RS13105	432	2329.0	434	2	0
VV1_RS14735	441	2242.0	441	0	0
VV1_RS10145	244	1304.0	245	1	0
VV1_RS06515	403	2141.0	403	0	0
VV1_RS08825	451	2344.0	452	1	0
VV1_RS06510	262	1326.0	263	1	0
VV1_RS02075	386	2024.0	386	0	0
VV1_RS10895	311	1648.0	311	0	0
VV1_RS08630	407	2172.0	407	0	0
VV1_RS06450	335	1790.0	335	0	0
VV1_RS08635	333	1771.0	335	2	0
VV1_RS13645	401	2166.0	402	1	0
VV1_RS06895	459	2440.0	459	0	0
VV1_RS07260	263	1383.0	264	1	0
VV1_RS12660	278	1481.0	280	2	0
VV1_RS10765	200	1059.0	200	0	0
VV1_RS02985	247	1280.0	250	3	1
VV1_RS03200	774	4143.0	776	2	0
VV1_RS09870	644	3461.0	644	0	0
VV1_RS03205	427	2254.0	428	1	0
VV1_RS03205	6	33.0	13	7	0
VV1_RS02980	417	2160.0	418	1	0
VV1_RS09285	203	1058.0	205	2	0
VV1_RS07855	336	1809.0	337	1	0
VV1_RS10050	264	1418.0	264	0	0
VV1_RS07850	404	2083.0	409	5	0
VV1_RS13845	255	1345.0	257	2	0
VV1_RS09850	249	1322.0	251	2	0
VV1_RS07760	305	1608.0	307	2	0
VV1_RS06585	222	1147.0	222	0	0
VV1_RS09325	402	2115.0	404	2	0
VV1_RS10930	210	1065.0	210	0	0
THRS	641	3479.0	642	1	0
VV1_RS06580	273	1468.0	275	2	0
VV1_RS07820	863	4605.0	865	2	0
GAPA	345	1851.0	346	1	0
VV1_RS00775	437	2332.0	440	3	0
VV1_RS10130	500	2613.0	501	1	0
VV1_RS10425	225	1132.0	228	3	0
VV1_RS00770	252	1355.0	252	0	0
VV1_RS13595	213	1127.0	216	3	0
VV1_RS06060	509	2709.0	510	1	0
VV1_RS10090	262	1404.0	263	1	0
VV1_RS04930	547	2901.0	548	1	0
VV1_RS10095	444	2353.0	445	1	0
VV1_RS05380	232	1237.0	233	1	0
VV1_RS02215	202	1073.0	202	0	0
VV1_RS00575	414	2240.0	418	4	0
VV1_RS04060	341	1774.0	341	0	0
VV1_RS02210	301	1595.0	301	0	0
VV1_RS09515	229	1164.0	231	2	0
VV1_RS04705	312	1633.0	313	1	0
VV1_RS06205	467	2469.0	468	1	0
VV1_RS04700	325	1705.0	326	1	0
VV1_RS09800	1153	6157.0	1153	0	0
VV1_RS08850	262	1383.0	262	0	0
VV1_RS08850	19	60.0	76	57	0
VV1_RS14905	292	1559.0	294	2	0
VV1_RS08375	334	1807.0	339	5	0
VV1_RS06190	211	1109.0	211	0	0
VV1_RS06960	389	2023.0	390	1	0
VV1_RS10745	514	2773.0	519	5	0
VV1_RS06965	327	1748.0	331	4	0
VV1_RS06195	392	2112.0	394	2	0
VV1_RS06615	463	2437.0	464	1	0
VV1_RS13780	460	2362.0	461	1	0
VV1_RS04905	306	1637.0	306	0	0
VV1_RS05930	227	1180.0	227	0	0
VV1_RS10735	401	2143.0	403	2	0
VV1_RS06805	574	3004.0	574	0	0
VV1_RS05010	362	1889.0	367	5	0
VV1_RS03850	349	1890.0	352	3	0
VV1_RS00170	242	1276.0	242	0	0
VV1_RS10080	237	1253.0	237	0	0
VV1_RS08350	476	2437.0	477	1	0
VV1_RS01550	292	1537.0	294	2	0
VV1_RS15035	328	1734.0	329	1	0
VV1_RS01555	619	3308.0	621	2	0
VV1_RS12965	228	1232.0	231	3	0
VV1_RS09440	420	2226.0	421	1	0
VV1_RS12960	644	3396.0	644	0	0
VV1_RS13860	355	1888.0	357	2	0
VV1_RS01655	1292	6929.0	1296	4	0
VV1_RS02590	437	2217.0	437	0	0
VV1_RS05420	332	1793.0	332	0	0
VV1_RS04915	612	3274.0	613	1	0
VV1_RS02595	236	1269.0	239	3	0
VV1_RS00705	287	1548.0	291	4	0
VV1_RS00255	213	1120.0	218	5	0
VV1_RS02450	242	1271.0	242	0	0
VV1_RS05540	806	4302.0	809	3	0
VV1_RS12535	547	2917.0	547	0	0
VV1_RS14010	374	1957.0	374	0	0
VV1_RS05545	207	1073.0	207	0	0
VV1_RS12450	315	1677.0	315	0	0
VV1_RS07680	246	1310.0	246	0	0
VV1_RS12455	248	1306.0	248	0	0
VV1_RS11225	323	1700.0	323	0	0
VV1_RS10060	225	1127.0	225	0	0
VV1_RS10140	323	1726.0	323	0	0
VV1_RS12590	222	1171.0	222	0	0
VV1_RS01985	374	1992.0	375	1	0
VV1_RS01985	8	30.0	33	25	0
VV1_RS12595	665	3532.0	666	1	0
VV1_RS09940	264	1426.0	268	4	0
VV1_RS07765	255	1298.0	256	1	0
VV1_RS10630	452	2430.0	453	1	0
VV1_RS15015	622	3259.0	624	2	0
VV1_RS04790	244	1288.0	245	1	0
VV1_RS13990	445	2375.0	449	4	0
VV1_RS10635	415	2149.0	417	2	0
VV1_RS07445	421	2239.0	423	2	0
VV1_RS12160	310	1671.0	310	0	0
VV1_RS07090	243	1280.0	243	0	0
VV1_RS07785	451	2423.0	453	2	0
VV1_RS08220	305	1647.0	307	2	0
VV1_RS05900	434	2208.0	435	1	0
VV1_RS09095	299	1597.0	300	1	0
VV1_RS14495	253	1357.0	255	2	0
VV1_RS11160	391	2076.0	394	3	0
VV1_RS13600	206	1076.0	207	1	0
VV1_RS08170	257	1344.0	258	1	0
VV1_RS10850	718	3787.0	723	5	0
VV1_RS06335	240	1265.0	240	0	0
VV1_RS04590	595	3176.0	595	0	0
VV1_RS10705	471	2401.0	472	1	0
VV1_RS06330	260	1361.0	260	0	0
VV1_RS08070	241	1275.0	243	2	0
VV1_RS11005	290	1503.0	294	4	0
VV1_RS04845	270	1411.0	270	0	0
VV1_RS12815	324	1713.0	324	0	0
VV1_RS15040	285	1560.0	288	3	0
VV1_RS04400	274	1448.0	275	1	0
VV1_RS12365	201	1067.0	202	1	0
VV1_RS12790	498	2697.0	500	2	0
VV1_RS13545	445	2338.0	449	4	0
VV1_RS13545	5	30.0	7	2	0
VV1_RS03400	234	1223.0	234	0	0
VV1_RS00950	307	1608.0	307	0	0
VV1_RS09880	221	1144.0	221	0	0
VV1_RS05335	389	2077.0	393	4	0
VV1_RS03035	202	1047.0	203	1	0
VV1_RS14300	517	2681.0	519	2	0
VV1_RS14260	305	1580.0	307	2	0
VV1_RS05330	395	2116.0	395	0	0
VV1_RS13465	559	2898.0	560	1	0
VV1_RS00790	222	1180.0	222	0	0
VV1_RS12985	471	2441.0	476	5	0
VV1_RS00795	547	2928.0	549	2	0
VV1_RS14065	361	1938.0	364	3	0
VV1_RS13355	244	1299.0	245	1	0
VV1_RS04125	466	2351.0	467	1	0
VV1_RS08595	376	2026.0	376	0	0
VV1_RS13350	562	3032.0	562	0	0
VV1_RS09100	374	1937.0	377	3	0
VV1_RS04120	689	3652.0	693	4	0
VV1_RS07610	314	1654.0	316	2	0
VV1_RS08455	283	1460.0	283	0	0
VV1_RS06715	372	1951.0	376	4	0
VV1_RS14660	466	2509.0	466	0	0
VV1_RS14845	303	1620.0	304	1	0
VV1_RS07945	361	1866.0	364	3	0
VV1_RS09310	660	3442.0	660	0	0
VV1_RS06410	207	1095.0	208	1	0
VV1_RS06410	5	20.0	11	6	0
VV1_RS02035	561	3005.0	563	2	0
VV1_RS07895	331	1787.0	331	0	0
VV1_RS09920	256	1335.0	256	0	0
VV1_RS11145	210	1126.0	210	0	0
VV1_RS08770	243	1296.0	245	2	0
VV1_RS06020	211	1113.0	211	0	0
VV1_RS07220	368	1950.0	368	0	0
VV1_RS06790	545	2825.0	551	6	0
VV1_RS13605	509	2711.0	509	0	0
VV1_RS12710	389	2095.0	392	3	0
VV1_RS06025	314	1640.0	317	3	0
VV1_RS10490	199	1058.0	202	3	0
VV1_RS06795	279	1488.0	282	3	0
VV1_RS13665	342	1823.0	343	1	0
VV1_RS07340	387	2061.0	391	4	0
VV1_RS06385	334	1793.0	336	2	0
VV1_RS08575	218	1172.0	222	4	0
VV1_RS07345	405	2120.0	410	5	0
VV1_RS04565	257	1337.0	257	0	0
VV1_RS06540	334	1781.0	335	1	0
VV1_RS10255	385	2087.0	387	2	0
VV1_RS14385	209	1098.0	213	4	0
VV1_RS04560	288	1532.0	291	3	0
VV1_RS03320	261	1334.0	262	1	0
VV1_RS05200	285	1524.0	287	2	0
VV1_RS10395	585	3053.0	587	2	0
VV1_RS03325	267	1392.0	267	0	0
VV1_RS00925	262	1309.0	264	2	0
VV1_RS09815	227	1189.0	227	0	0
VV1_RS04330	211	1140.0	212	1	0
VV1_RS09775	290	1568.0	291	1	0
VV1_RS13695	318	1667.0	320	2	0
VV1_RS04335	205	1092.0	205	0	0
ZNUC	261	1362.0	261	0	0
VV1_RS12230	320	1692.0	321	1	0
VV1_RS12275	588	3148.0	592	4	0
VV1_RS04235	308	1600.0	309	1	0
VV1_RS08685	220	1125.0	222	2	0
VV1_RS14115	347	1824.0	347	0	0
VV1_RS14165	223	1189.0	227	4	0
VV1_RS14160	245	1305.0	247	2	0
VV1_RS13180	270	1440.0	271	1	0
VV1_RS13930	413	2238.0	418	5	0
VV1_RS07885	295	1568.0	296	1	0
VV1_RS02625	226	1202.0	226	0	0
VV1_RS11010	289	1495.0	293	4	0
VV1_RS13070	214	1126.0	219	5	0
VV1_RS07510	297	1555.0	298	1	0
VV1_RS07510	6	27.0	9	3	0
VV1_RS14765	891	4743.0	891	0	0
VV1_RS02145	402	2155.0	404	2	0
VV1_RS12795	228	1199.0	228	0	0
VV1_RS15020	307	1548.0	311	4	0
VV1_RS08815	279	1427.0	280	1	0
VV1_RS04620	647	3498.0	647	0	0
VV1_RS00165	474	2525.0	478	4	0
VV1_RS05510	285	1508.0	285	0	0
VV1_RS08810	251	1340.0	251	0	0
VV1_RS14290	311	1658.0	315	4	0
VV1_RS05760	305	1629.0	308	3	0
VV1_RS11900	245	1319.0	250	5	0
VV1_RS07515	329	1703.0	330	1	0
VV1_RS08395	533	2770.0	533	0	0
VV1_RS12630	276	1434.0	278	2	0
VV1_RS11180	432	2331.0	437	5	0
VV1_RS12635	452	2399.0	452	0	0
VV1_RS05885	205	1029.0	207	2	0
VV1_RS13320	225	1134.0	225	0	0
VV1_RS07305	295	1563.0	297	2	0
VV1_RS02525	748	3967.0	748	0	0
VV1_RS13690	536	2872.0	538	2	0
VV1_RS10580	488	2595.0	492	4	0
VV1_RS07865	341	1825.0	342	1	0
VV1_RS09255	738	3815.0	741	3	0
VV1_RS02815	397	2055.0	397	0	0
VV1_RS05110	494	2653.0	494	0	0
VV1_RS09250	246	1278.0	246	0	0
VV1_RS07860	539	2827.0	541	2	0
VV1_RS07830	421	2052.0	421	0	0
VV1_RS14060	531	2844.0	535	4	0
VV1_RS01345	291	1502.0	291	0	0
VV1_RS14935	247	1232.0	247	0	0
VV1_RS03145	600	3239.0	601	1	0
VV1_RS08995	401	2116.0	403	2	0
VV1_RS03140	574	3079.0	574	0	0
VV1_RS09265	258	1352.0	258	0	0
VV1_RS02520	262	1303.0	263	1	0
VV1_RS04945	291	1570.0	293	2	0
VV1_RS11200	257	1359.0	258	1	0
VV1_RS00190	415	2223.0	418	3	0
VV1_RS04195	340	1786.0	340	0	0
VV1_RS00625	385	2065.0	390	5	0
VV1_RS04190	397	2091.0	399	2	0
VV1_RS02360	241	1282.0	241	0	0
VV1_RS02240	219	1169.0	224	5	0
VV1_RS00580	220	1159.0	222	2	0
VV1_RS04055	345	1820.0	347	2	0
VV1_RS09420	336	1795.0	337	1	0
VV1_RS04050	603	3229.0	608	5	0
VV1_RS12555	636	3352.0	639	3	0
VV1_RS08920	243	1301.0	243	0	0
VV1_RS10100	240	1253.0	240	0	0
VV1_RS08925	413	2181.0	416	3	0
VV1_RS07400	597	3169.0	597	0	0
VV1_RS13500	223	1172.0	223	0	0
VV1_RS07405	299	1577.0	299	0	0
VV1_RS11205	217	1159.0	217	0	0
VV1_RS14980	1036	5414.0	1037	1	0
VV1_RS06930	331	1779.0	334	3	0
VV1_RS09105	376	1929.0	377	1	0
VV1_RS14985	355	1840.0	355	0	0
VV1_RS06935	405	2178.0	406	1	0
VV1_RS10470	264	1365.0	264	0	0
VV1_RS07290	358	1907.0	358	0	0
VV1_RS02390	554	2947.0	555	1	0
VV1_RS13770	261	1348.0	264	3	0
VV1_RS08400	332	1753.0	333	1	0
VV1_RS01460	224	1118.0	225	1	0
VV1_RS11045	1276	6832.0	1278	2	0
VV1_RS14815	603	3220.0	606	3	0
VV1_RS11040	946	5093.0	950	4	0
VV1_RS14240	263	1408.0	267	4	0
VV1_RS12855	210	1087.0	211	1	0
VV1_RS04495	329	1698.0	330	1	0
VV1_RS03915	392	2108.0	396	4	0
VV1_RS01505	246	1325.0	247	1	0
VV1_RS13585	381	2027.0	381	0	0
VV1_RS13585	8	28.0	18	10	0
VV1_RS05370	416	2212.0	417	1	0
VV1_RS01660	529	2815.0	529	0	0
VV1_RS10730	289	1461.0	292	3	0
VV1_RS03565	330	1706.0	330	0	0
VV1_RS14295	1031	5383.0	1036	5	0
VV1_RS05470	206	1034.0	206	0	0
VV1_RS02565	288	1534.0	289	1	0
VV1_RS14435	376	2022.0	377	1	0
VV1_RS04285	609	3211.0	609	0	0
VV1_RS12300	481	2586.0	484	3	0
VV1_RS14825	220	1137.0	220	0	0
VV1_RS02400	332	1786.0	334	2	0
VV1_RS05570	366	1981.0	369	3	0
VV1_RS12305	673	3555.0	677	4	0
VV1_RS14180	313	1640.0	313	0	0
VV1_RS13250	399	2067.0	401	2	0
VV1_RS02760	378	2016.0	379	1	0
VV1_RS00690	754	4010.0	758	4	0
VV1_RS02765	267	1405.0	269	2	0
VV1_RS07175	208	1103.0	208	0	0
VV1_RS13150	387	2039.0	388	1	0
VV1_RS09985	739	3919.0	741	2	0
VV1_RS07650	458	2366.0	458	0	0
VV1_RS05135	670	3590.0	672	2	0
VV1_RS01180	346	1839.0	347	1	0
VV1_RS08315	314	1640.0	314	0	0
VV1_RS03965	266	1430.0	269	3	0
VV1_RS08310	321	1684.0	321	0	0
VV1_RS10935	513	2749.0	515	2	0
VV1_RS05585	262	1383.0	263	1	0
VV1_RS13540	218	1138.0	219	1	0
VV1_RS09980	234	1231.0	234	0	0
VV1_RS09045	335	1798.0	339	4	0
VV1_RS03945	261	1402.0	263	2	0
VV1_RS12735	475	2485.0	477	2	0
VV1_RS06065	293	1506.0	295	2	0
VV1_RS11130	264	1408.0	267	3	0
GLNG	469	2496.0	469	0	0
VV1_RS12360	947	5148.0	951	4	0
VV1_RS01760	375	1978.0	379	4	0
VV1_RS01760	15	30.0	53	38	0
VV1_RS05835	648	3467.0	650	2	0
VV1_RS12435	259	1384.0	262	3	0
VV1_RS11190	213	1128.0	214	1	0
VV1_RS01005	374	1964.0	375	1	0
VV1_RS03280	855	4448.0	859	4	0
VV1_RS13825	242	1298.0	243	1	0
VV1_RS05580	223	1198.0	227	4	0
VV1_RS07300	205	1050.0	206	1	0
VV1_RS04835	292	1495.0	293	1	0
VV1_RS10215	355	1772.0	355	0	0
VV1_RS04830	257	1358.0	257	0	0
VV1_RS13195	377	2051.0	378	1	0
VV1_RS12980	541	2837.0	545	4	0
VV1_RS03360	485	2565.0	487	2	0
VV1_RS12495	477	2490.0	477	0	0
VV1_RS03045	339	1792.0	339	0	0
VV1_RS13450	284	1514.0	284	0	0
VV1_RS09915	255	1353.0	256	1	0
VV1_RS00845	403	2108.0	404	1	0
VV1_RS13455	415	2214.0	415	0	0
VV1_RS13405	420	2215.0	420	0	0
VV1_RS12285	238	1267.0	239	1	0
VV1_RS06740	371	1977.0	373	2	0
VV1_RS04275	213	1115.0	213	0	0
VV1_RS10925	633	3358.0	637	4	0
VV1_RS06745	583	3059.0	587	4	0
VV1_RS10125	327	1752.0	330	3	0
VV1_RS10920	930	4945.0	935	5	0
VV1_RS14440	414	2226.0	414	0	0
VV1_RS12490	206	1110.0	206	0	0
VV1_RS06660	218	1168.0	220	2	0
VV1_RS13630	536	2751.0	538	2	0
VV1_RS04175	273	1447.0	275	2	0
VV1_RS06280	324	1734.0	325	1	0
VV1_RS13680	223	1135.0	223	0	0
VV1_RS02840	574	3022.0	576	2	0
VV1_RS07835	397	2104.0	398	1	0
VV1_RS07835	9	37.0	25	16	0
VV1_RS09260	375	1962.0	376	1	0
VV1_RS09340	406	2158.0	408	2	0
VV1_RS06520	624	3342.0	624	0	0
VV1_RS13475	758	4054.0	761	3	0
VV1_RS09345	242	1280.0	243	1	0
VV1_RS13985	434	2325.0	435	1	0
VV1_RS02100	373	2013.0	374	1	0
VV1_RS02060	340	1819.0	340	0	0
VV1_RS11255	537	2840.0	542	5	0
VV1_RS02065	289	1560.0	294	5	0
VV1_RS12395	403	2048.0	406	3	0
VV1_RS08620	209	1077.0	210	1	0
VV1_RS06880	1291	6800.0	1295	4	0
VV1_RS05725	1400	7479.0	1400	0	0
VV1_RS08305	493	2606.0	495	2	0
VV1_RS01715	381	2003.0	381	0	0
VV1_RS06885	272	1461.0	274	2	0
VV1_RS12675	697	3701.0	699	2	0
VV1_RS10910	231	1226.0	234	3	0
VV1_RS12670	279	1500.0	280	1	0
VV1_RS10505	279	1501.0	279	0	0
VV1_RS07375	534	2897.0	535	1	0
VV1_RS04530	610	3301.0	611	1	0
VV1_RS04530	7	30.0	13	6	0
VV1_RS02995	226	1195.0	226	0	0
VV1_RS09290	222	1079.0	222	0	0
VV1_RS02990	504	2691.0	505	1	0
VV1_RS04535	300	1547.0	304	4	0
VV1_RS01485	752	3959.0	754	2	0
VV1_RS09295	247	1272.0	247	0	0
VV1_RS14800	441	2320.0	444	3	0
VV1_RS05250	456	2270.0	458	2	0
VV1_RS14805	333	1761.0	333	0	0
VV1_RS05255	202	1057.0	203	1	0
VV1_RS09865	422	2278.0	423	1	0
VV1_RS07905	341	1787.0	341	0	0
VV1_RS09720	711	3856.0	711	0	0
VV1_RS05390	235	1227.0	238	3	0
VV1_RS07900	326	1757.0	327	1	0
VV1_RS09860	508	2759.0	510	2	0
VV1_RS09725	325	1754.0	328	3	0
VV1_RS04900	400	2058.0	401	1	0
VV1_RS13270	327	1636.0	331	4	0
HFLB	650	3434.0	650	0	0
VV1_RS06800	368	1891.0	373	5	0
VV1_RS09460	291	1560.0	291	0	0
VV1_RS14155	353	1816.0	353	0	0
VV1_RS08670	451	2335.0	454	3	0
VV1_RS09465	368	1961.0	368	0	0
VV1_RS14650	294	1567.0	296	2	0
VV1_RS02205	543	2943.0	544	1	0
VV1_RS00095	783	4119.0	783	0	0
VV1_RS02610	475	2464.0	476	1	0
VV1_RS02200	437	2363.0	437	0	0
VV1_RS13975	349	1898.0	350	1	0
VV1_RS09505	539	2871.0	544	5	0
VV1_RS07025	439	2344.0	440	1	0
VV1_RS14790	478	2477.0	478	0	0
VV1_RS13610	550	2955.0	553	3	0
VV1_RS07320	217	1121.0	218	1	0
VV1_RS14795	389	2069.0	394	5	0
VV1_RS06230	363	1895.0	363	0	0
VV1_RS13025	377	2053.0	380	3	0
VV1_RS09385	360	1904.0	361	1	0
VV1_RS09385	6	28.0	12	6	0
VV1_RS02190	398	2119.0	400	2	0
VV1_RS06170	399	2092.0	399	0	0
VV1_RS13745	329	1670.0	329	0	0
VV1_RS14925	579	3111.0	583	4	0
VV1_RS08990	416	2090.0	417	1	0
VV1_RS00140	332	1770.0	332	0	0
VV1_RS06875	489	2588.0	489	0	0
VV1_RS00145	369	1965.0	371	2	0
UBIF	379	2049.0	382	3	0
VV1_RS10550	523	2666.0	523	0	0
TLDD	477	2519.0	481	4	0
VV1_RS04950	197	1051.0	201	4	0
VV1_RS02290	229	1211.0	229	0	0
VV1_RS03485	418	2199.0	419	1	0
VV1_RS12950	207	1104.0	208	1	0
VV1_RS12400	244	1311.0	245	1	0
VV1_RS13890	434	2354.0	434	0	0
VV1_RS03480	234	1222.0	234	0	0
VV1_RS01540	253	1286.0	253	0	0
VV1_RS03950	340	1817.0	344	4	0
VV1_RS01625	256	1273.0	256	0	0
VV1_RS01625	9	29.0	28	19	0
VV1_RS01625	6	26.0	15	9	0
VV1_RS01625	6	25.0	8	2	0
VV1_RS08285	406	2137.0	406	0	0
VV1_RS13380	217	1156.0	218	1	0
VV1_RS03520	291	1536.0	291	0	0
VV1_RS00890	288	1528.0	290	2	0
VV1_RS13305	230	1219.0	232	2	0
VV1_RS00240	566	3069.0	569	3	0
VV1_RS00715	261	1304.0	261	0	0
VV1_RS05430	406	2164.0	407	1	0
VV1_RS00245	511	2746.0	514	3	0
VV1_RS12345	548	2942.0	552	4	0
VV1_RS02445	558	2957.0	560	2	0
VV1_RS02440	492	2572.0	494	2	0
VV1_RS07690	287	1491.0	289	2	0
VV1_RS13470	399	2119.0	400	1	0
VV1_RS09905	515	2685.0	515	0	0
VV1_RS10070	334	1804.0	334	0	0
VV1_RS07695	406	2143.0	408	2	0
VV1_RS01975	249	1339.0	251	2	0
VV1_RS02720	230	1212.0	231	1	0
VV1_RS02680	779	4116.0	780	1	0
VV1_RS07750	221	1175.0	222	1	0
VV1_RS13115	277	1442.0	280	3	0
VV1_RS07755	552	2838.0	556	4	0
VV1_RS02685	589	3157.0	591	2	0
VV1_RS13110	293	1510.0	293	0	0
VV1_RS14595	314	1709.0	316	2	0
VV1_RS08210	508	2722.0	511	3	0
VV1_RS08215	400	2074.0	403	3	0
VV1_RS10390	279	1462.0	279	0	0
VV1_RS10720	435	2306.0	439	4	0
VV1_RS14205	486	2498.0	486	0	0
VV1_RS08425	481	2600.0	483	2	0
VV1_RS06905	247	1341.0	250	3	0
VV1_RS14725	291	1557.0	293	2	0
VV1_RS06300	598	3077.0	600	2	0
VV1_RS05875	567	2954.0	567	0	0
VV1_RS04870	288	1530.0	288	0	0
VV1_RS05975	337	1792.0	340	3	0
VV1_RS13395	572	3000.0	573	1	0
VV1_RS04875	467	2450.0	467	0	0
VV1_RS01435	556	3031.0	561	5	0
VV1_RS12825	376	1965.0	380	4	0
VV1_RS05280	279	1483.0	279	0	0
VV1_RS01530	481	2550.0	482	1	0
VV1_RS05285	678	3661.0	680	2	0
VV1_RS12820	384	2031.0	388	4	0
VV1_RS03415	207	1094.0	212	5	0
VV1_RS03000	419	2133.0	419	0	0
VV1_RS13555	538	2882.0	542	4	0
VV1_RS03005	202	1064.0	203	1	0
VV1_RS14270	340	1801.0	341	1	0
VV1_RS08690	568	3028.0	571	3	0
VV1_RS00805	255	1343.0	255	0	0
VV1_RS05440	331	1760.0	333	2	0
VV1_RS12695	497	2682.0	497	0	0
VV1_RS02535	227	1204.0	227	0	0
VV1_RS14070	337	1810.0	341	4	0
VV1_RS13360	456	2303.0	456	0	0
VV1_RS13685	340	1818.0	345	5	0
VV1_RS07150	377	2017.0	379	2	0
VV1_RS13365	418	2258.0	419	1	0
VV1_RS14075	456	2450.0	459	3	0
VV1_RS14085	441	2363.0	445	4	0
VV1_RS09060	376	2018.0	377	1	0
VV1_RS13200	357	1906.0	357	0	0
VV1_RS06625	403	2148.0	403	0	0
VV1_RS07265	384	2060.0	384	0	0
VV1_RS05855	1141	6025.0	1143	2	0
VV1_RS14130	389	2079.0	389	0	0
VV1_RS08445	254	1337.0	255	1	0
VV1_RS10555	625	3297.0	627	2	0
VV1_RS14025	249	1309.0	254	5	0
VV1_RS07620	952	5123.0	952	0	0
VV1_RS13165	261	1381.0	263	2	0
VV1_RS14730	216	1155.0	217	1	0
VV1_RS08780	872	4679.0	873	1	0
VV1_RS07970	474	2551.0	476	2	0
VV1_RS08785	291	1567.0	292	1	0
VV1_RS02025	513	2653.0	513	0	0
VV1_RS02020	412	2226.0	417	5	0
VV1_RS01580	367	1961.0	369	2	0
VV1_RS08665	841	4441.0	846	5	0
VV1_RS05800	542	2851.0	546	4	0
VV1_RS08660	246	1301.0	247	1	0
VV1_RS06010	323	1732.0	323	0	0
VV1_RS11105	635	3404.0	636	1	0
VV1_RS12730	388	2077.0	392	4	0
VV1_RS10540	212	1122.0	212	0	0
VV1_RS08935	649	3378.0	649	0	0
VV1_RS10265	801	4299.0	805	4	0
VV1_RS02890	244	1292.0	245	1	0
VV1_RS02895	421	2208.0	421	0	0
VV1_RS10685	513	2730.0	514	1	0
VV1_RS12510	568	2973.0	569	1	0
VV1_RS00930	241	1203.0	244	3	0
VV1_RS09820	413	2142.0	414	1	0
VV1_RS11270	560	3020.0	565	5	0
VV1_RS13520	399	2027.0	400	1	0
VV1_RS14265	314	1666.0	316	2	0
VV1_RS03310	218	1151.0	219	1	0
VV1_RS10380	592	3163.0	596	4	0
VV1_RS09390	207	1051.0	207	0	0
VV1_RS06490	203	1082.0	203	0	0
VV1_RS04345	928	4962.0	931	3	0
VV1_RS10235	351	1872.0	352	1	0
VV1_RS06495	875	4681.0	877	2	0
VV1_RS12235	318	1719.0	320	2	0
VV1_RS09760	477	2533.0	480	3	0
VV1_RS09945	705	3674.0	705	0	0
VV1_RS04220	405	2126.0	405	0	0
VV1_RS12515	403	2184.0	405	2	0
POTD	202	1058.0	344	142	1
VV1_RS08145	687	3652.0	687	0	0
VV1_RS04225	498	2627.0	499	1	0
VV1_RS04580	381	1968.0	386	5	0
VV1_RS14525	289	1544.0	293	4	0
VV1_RS02970	475	2476.0	476	1	0
VV1_RS02790	403	2058.0	404	1	0
VV1_RS02975	946	5072.0	950	4	0
VV1_RS06270	288	1544.0	289	1	0
VV1_RS09545	525	2817.0	525	0	0
VV1_RS10180	528	2796.0	528	0	0
VV1_RS10180	10	30.0	37	27	0
VV1_RS09235	295	1554.0	295	0	0
VV1_RS12990	540	2822.0	544	4	0
VV1_RS04610	277	1474.0	278	1	0
VV1_RS02155	241	1282.0	242	1	0
VV1_RS06575	496	2617.0	498	2	0
VV1_RS06145	572	3012.0	572	0	0
VV1_RS07520	850	4540.0	853	3	0
VV1_RS05655	320	1692.0	322	2	0
VV1_RS02095	312	1642.0	316	4	0
VV1_RS09785	427	2271.0	429	2	0
VV1_RS06475	383	2054.0	388	5	0
VV1_RS13700	293	1498.0	295	2	0
VV1_RS06080	352	1855.0	352	0	0
VV1_RS07240	243	1278.0	243	0	0
VV1_RS10435	302	1606.0	303	1	0
VV1_RS10650	570	3034.0	571	1	0
VV1_RS05890	210	1099.0	211	1	0
VV1_RS13275	339	1822.0	342	3	0
VV1_RS14665	676	3566.0	676	0	0
VV1_RS12225	284	1527.0	288	4	0
VV1_RS07880	636	3454.0	639	3	0
VV1_RS05105	294	1568.0	296	2	0
VV1_RS13655	1035	5423.0	1035	0	0
VV1_RS07875	799	4336.0	801	2	0
VV1_RS14850	715	3846.0	718	3	0
VV1_RS14185	405	2125.0	405	0	0
VV1_RS07870	470	2484.0	470	0	0
VV1_RS12310	293	1542.0	293	0	0
VV1_RS02800	255	1342.0	255	0	0
VV1_RS14855	308	1644.0	312	4	0
VV1_RS03170	515	2742.0	515	0	0
VV1_RS03175	362	1930.0	363	1	0
VV1_RS10025	427	2274.0	428	1	0
VV1_RS02480	519	2676.0	520	1	0
VV1_RS00205	248	1331.0	250	2	0
VV1_RS14535	517	2770.0	521	4	0
VV1_RS04955	324	1726.0	328	4	0
VV1_RS03775	370	1983.0	374	4	1
VV1_RS09435	308	1628.0	308	0	0
VV1_RS02275	498	2656.0	499	1	0
VV1_RS04045	288	1523.0	289	1	0
VV1_RS10995	354	1868.0	358	4	0
VV1_RS00595	314	1694.0	314	0	0
VV1_RS10135	246	1300.0	248	2	0
VV1_RS02270	698	3717.0	700	2	0
VV1_RS00590	399	2010.0	399	0	0
VV1_RS14565	420	2132.0	420	0	0
