"","Gene","Identity.x","Score.x","Length.x","Mismatches.x","DE.x","Identity.y","Score.y","Length.y","Mismatches.y","DE.y","mismatchRatio","X.1","K12","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","IAI1_starvation1","IAI1_starvation2","IAI1_K12ref_starvation1","IAI1_K12ref_starvation2"
"721","hycC",1775,1671,1827,52,0,604,3065,608,4,0,0.0284619594964423,724,"hycC",1455,6.59409290313246,-0.00434473728142889,0.0120317805065331,-0.361105098208012,0.718020882219197,0.999740963348521,6.04096134576687,8.88933039799693,4.50201497123919,6.94406489752684
"722","hycD",900,852,924,24,0,306,1554,307,1,0,0.025974025974026,725,"hycD",1454,1.15949031104467,-0.00121182983517055,0.00506677166121787,-0.239171984884606,0.810972225148704,0.999740963348521,1.72598895593339,1.11116629974962,1.80080598849568,0
"723","hycE",1663,1569,1710,47,0,568,3064,569,1,0,0.0274853801169591,726,"hycE",1453,2.82406527897797,-0.00218003797714577,0.00793460334867159,-0.274750719266987,0.7835077617306,0.999740963348521,4.31497238983348,2.22233259949923,3.60161197699135,1.15734414958781
"724","hycG",746,702,768,22,0,253,1347,255,2,0,0.0286458333333333,727,"hycG",1452,11.7876551488841,-0.00418318583237548,0.0156436078603283,-0.267405439315819,0.789157011913665,0.999740963348521,16.3968950813672,8.88933039799693,12.6056419194697,9.25875319670245
"725","hyfA",606,582,618,12,0,200,1051,205,5,0,0.0194174757281553,728,"hyfA",1346,0.440849368053634,6.02035683369666e-05,0.00311851013147882,0.0193052341659117,0.984597608447133,0.999740963348521,0.862994477966696,0,0.900402994247838,0
"726","hyfC",933,909,945,12,0,310,1567,315,5,0,0.0126984126984127,729,"hyfC",1347,9.79040544624868,-9.06232423390693e-05,0.0142099828474737,-0.00637743502661443,0.99491157754721,0.999740963348521,12.9449171695004,6.6669977984977,12.6056419194697,6.94406489752684
"727","hyfD",1334,1300,1351,17,0,448,2299,449,1,0,0.0125832716506292,730,"hyfD",1348,6.9295606184352,0.000730945142389328,0.0124453510562483,0.0587323844129211,0.95316526481944,0.999740963348521,6.90395582373357,6.6669977984977,7.20322395398271,6.94406489752684
"728","hyfE",649,645,651,2,0,216,1103,216,0,0,0.00307219662058372,731,"hyfE",1349,6.36243300610085,0.000672050314068172,0.0119181998096637,0.0563885758588516,0.955032257619776,0.999740963348521,6.90395582373357,5.55583149874808,7.20322395398271,5.78672074793903
"729","hyfG",1104,1078,1117,13,0,534,2841,555,21,0,0.0116383169203223,732,"hyfG",1350,10.2680626833721,0.00106179211417342,0.0149295788143512,0.0711200314072328,0.943302225780274,0.999740963348521,11.218928213567,8.88933039799693,11.7052389252219,9.25875319670245
"730","hyfI",748,726,759,11,0,248,1321,251,3,0,0.0144927536231884,733,"hyfI",1351,3.68052892870928,-0.00078073395219114,0.00918970874071827,-0.0849574207647975,0.932295241579181,0.999740963348521,4.31497238983348,3.33349889924885,3.60161197699135,3.47203244876342
"731","hyi",775,771,777,2,0,257,1391,258,1,0,0.00257400257400257,734,"hyi",283,12.5365731327095,0.0012792348695706,0.0164211820186511,0.0779015096548872,0.93790639853144,0.999740963348521,11.218928213567,13.3339955969954,11.7052389252219,13.8881297950537
"732","hypB",867,855,873,6,0,290,1556,290,0,0,0.00687285223367698,735,"hypB",1456,61.3833036719048,0.00436256696338966,0.0328529937795582,0.132790545441984,0.894359031783488,0.999740963348521,62.9985968915688,57.7806475869801,65.7294185800922,59.0245516289781
"733","hypD",1090,1026,1122,32,0,372,2002,373,1,0,0.0285204991087344,736,"hypD",1457,50.5924535810062,-0.0197369666377656,0.0291700511842026,-0.676617483909472,0.498648683058708,0.999740963348521,47.4646962881683,63.3364790857281,36.0161197699135,55.5525191802147
"734","hypE",944,894,969,25,0,319,1655,322,3,0,0.0257997936016512,737,"hypE",1458,46.4261449007602,-0.00954760754376569,0.0286113522149425,-0.333699975871094,0.738605967790552,0.999740963348521,39.697745986468,57.7806475869801,39.6177317469049,48.6084542826879
"735","hyuA",1378,1362,1386,8,0,460,2475,461,1,0,0.00577200577200577,738,"hyuA",1543,20.6624036110249,0.00207152715924661,0.0206945602287489,0.100100081197611,0.920264870870979,0.999740963348521,21.5748619491674,18.8898270957435,22.510074856196,19.6748505429927
"736","iaaA",964,960,966,2,0,320,1670,321,1,0,0.0020703933747412,739,"iaaA",454,332.266152093057,0.00190768559027032,0.0520576012516009,0.0366456683443833,0.97076752989252,0.999740963348521,348.649769098545,314.460062829141,351.157167756657,314.797608687883
"737","iadA",1158,1128,1173,15,0,388,2033,390,2,0,0.0127877237851662,740,"iadA",2325,44.8351752024303,-0.000143455096907641,0.0284867575790228,-0.0050358520624783,0.995981988371534,0.999740963348521,39.697745986468,50.0024834887327,38.7173287526571,50.9231425818635
"738","iap",1024,996,1038,14,0,343,1844,345,2,0,0.0134874759152216,741,"iap",1475,133.918102050638,0.00168215229702743,0.0417413176798733,0.0402994536475431,0.967854389352788,0.999740963348521,119.093237959404,147.785117866699,120.65400122921,148.140051147239
"739","ibrA",1212,1194,1221,9,0,405,2202,406,1,0,0.00737100737100737,742,"ybdN",326,14.9291128524699,0.00145390571595956,0.0173731307368376,0.0836870301607026,0.933305269401371,0.999740963348521,18.1228840373006,11.1116629974962,18.9084628792046,11.5734414958781
"740","ibrB",621,605,629,8,0,206,1110,209,3,0,0.0127186009538951,743,"ybdM",325,38.7439746227972,0.0035879998834043,0.0269656567512614,0.133058130810645,0.894147407415243,0.999740963348521,33.6567846407011,42.2243193904854,35.1157167756657,43.9790776843367
"741","icd",1225,1173,1251,26,0,414,2191,416,2,0,0.0207833733013589,744,"icd",644,32549.1331901034,-0.0573769526672072,0.0533027970463949,-1.07643418069161,0.281733122559958,0.999740963348521,33545.4583530434,33479.4406114559,31702.2890244721,31469.3447714421
"742","iclR",817,801,825,8,0,274,1451,274,0,0,0.0096969696969697,745,"iclR",2183,237.596191230024,-0.00775098536501218,0.0487381430735122,-0.159033251499166,0.873642676295346,0.999740963348521,222.652575315408,257.790581541911,218.797927602225,251.143680460554
"743","igaA",2119,2085,2136,17,0,708,3774,711,3,0,0.00795880149812734,746,"yrfF",1805,531.210247502222,-0.00344615569722151,0.0551638060882092,-0.0624713184530988,0.950187501872634,0.999740963348521,513.481714390184,552.249650975559,510.528497738524,548.58112690462
"744","ileS",2785,2721,2817,32,0,938,5036,938,0,0,0.0113596024139155,747,"ileS",26,1514.2938570359,-0.0188835864537955,0.0566334989417706,-0.33343492467614,0.738806003924235,0.999740963348521,1564.60898855362,1501.18567096173,1526.18307525009,1465.19769337816
"745","ilvA",1493,1389,1545,52,0,512,2707,514,2,0,0.0336569579288026,748,"ilvA",2029,161.828765722485,-0.0704641858358242,0.0453900715387932,-1.55241407309969,0.120563178256495,0.999740963348521,182.091834850973,181.120106859188,144.064479079654,140.038642100125
"746","ilvB",1669,1629,1689,20,0,560,2980,562,2,0,0.0118413262285376,749,"ilvB",1969,240.894473946381,-0.0218492264821008,0.0485021577455676,-0.450479473443581,0.652364751675482,0.999740963348521,226.967547705241,270.013410839157,214.295912630986,252.301024610142
"747","ilvC",1425,1323,1476,51,0,488,2614,491,3,0,0.0345528455284553,750,"ilvC",2031,118.116123898472,-0.0377465439781722,0.0414428131379069,-0.910810370245985,0.362395297483682,0.999740963348521,131.175160650938,124.450625571957,108.048359309741,108.790350061254
"748","ilvD",1803,1707,1851,48,0,614,3274,616,2,0,0.0259319286871961,751,"ilvD",2028,298.891090137075,-0.0463811445452511,0.0517082664004192,-0.896977365013248,0.369730995332625,0.999740963348521,307.226034156144,323.349393227138,279.12492821683,285.864004948188
"749","ilvE",919,897,930,11,0,309,1656,309,0,0,0.0118279569892473,752,"ilvE",2027,237.600857638275,-0.00960202685691318,0.0482934313610107,-0.198826767664004,0.84239825643836,0.999740963348521,259.761337867975,222.233259949923,256.614853360634,211.793979374569
"750","ilvI",1706,1668,1725,19,0,572,3061,574,2,0,0.0110144927536232,753,"ilvI",61,448.917569691932,0.000626453836349971,0.0543157481619634,0.0115335580848846,0.99079775609169,0.999740963348521,430.634244505381,466.689845894839,433.09384023321,465.252348134298
"751","ilvY",850,776,887,37,0,293,1563,296,3,0,0.0417136414881623,754,"ilvY",2030,70.5233215078244,-0.0459224486448901,0.0347495162410954,-1.32152771066727,0.186325469131589,0.999740963348521,80.2584864509027,82.2263061814716,59.4265976203573,60.181895778566
"752","imp",2352,2346,2355,3,0,784,4218,784,0,0,0.00127388535031847,755,"lptD",44,1609.54324124575,0.0319986365387309,0.0566328977815375,0.565018527961721,0.572061161973068,0.999740963348521,1619.84063514349,1532.29832735472,1690.05642020319,1595.97758228159
"753","inaA",649,645,651,2,0,214,1148,216,2,0,0.00307219662058372,756,"inaA",1216,198.966539060221,0.0128203221021785,0.0476648220762496,0.268968214790979,0.787954142528303,0.999740963348521,200.214718888273,190.009437257184,208.893494665499,196.748505429927
"754","infB",2655,2619,2673,18,0,890,4650,890,0,0,0.00673400673400673,757,"infB",1704,845.939375495045,0.0150848803905182,0.0566043877639902,0.266496661944548,0.789856729868208,0.999740963348521,825.022720936161,847.819886708957,846.378814592968,864.536079742092
"755","insF",863,855,867,4,1,286,1550,288,2,1,0.00461361014994233,758,"insF1",5,71.9341805880761,0.215145098957061,0.0346532401330411,6.20851320485687,5.34882290298155e-10,2.52357464562669e-07,22.4378564271341,22.2233259949923,121.554404223458,121.52113570672
"756","iscS",1208,1194,1215,7,0,404,2161,404,0,0,0.00576131687242798,763,"iscS",1377,7937.71156180642,0.0371751132989202,0.054559626795061,0.68136670799745,0.495639483059462,0.999740963348521,7918.8373298224,7635.93481187937,8248.59183030445,7947.48227521947
"757","ispA",885,855,900,15,0,298,1550,299,1,0,0.0166666666666667,764,"ispA",231,90.2927740510674,-0.000245465714044245,0.0366569309709903,-0.0066962974679605,0.994657167564925,0.999740963348521,101.83334840007,78.8928072822228,101.745538350006,78.6994021719709
"758","ispB",966,954,972,6,0,323,1708,323,0,0,0.00617283950617284,765,"ispB",1715,321.235051621417,0.0152912554384492,0.0499617557619335,0.306059208793855,0.759559565192536,0.999740963348521,349.512763576512,280.013907536903,363.762809676127,291.650725696127
"759","ispD",706,696,711,5,0,236,1248,236,0,0,0.0070323488045007,766,"ispD",1471,38.0570995944175,-0.00182637206551603,0.0271332935897087,-0.067311108379734,0.946334033738415,0.999740963348521,37.9717570305346,38.8908204912366,36.0161197699135,39.3497010859854
"760","ispE",850,846,852,2,0,282,1493,283,1,0,0.00234741784037559,767,"ispE",668,127.849990395924,0.00859508735656275,0.0413200706330358,0.208012407163963,0.835219279727492,0.999740963348521,113.052276613637,137.784621168952,117.052389252219,143.510674548888
"761","ispG",1110,1092,1119,9,0,371,1936,372,1,0,0.00804289544235925,768,"ispG",1369,814.459663188799,0.0403987029202043,0.0564516715435657,0.715633422635274,0.474217730374079,0.999740963348521,814.666787200561,763.371247927987,866.18768046642,813.612937160228
"762","ispH",929,885,951,22,0,315,1660,316,1,0,0.0231335436382755,769,"ispH",27,120.5784282278,-0.0205229955754523,0.0393708284022133,-0.521274161818209,0.602175797764001,0.999740963348521,146.709061254338,106.671964775963,130.558434165937,98.3742527149636
"763","ispU",761,759,762,1,0,253,1353,253,0,0,0.00131233595800525,770,"ispU",123,336.425745178114,0.018178601590832,0.0527418380538831,0.344671370236662,0.730341443918563,0.999740963348521,330.526885061245,328.905224725887,344.854346796922,341.416524128403
"764","katE",2211,2123,2255,44,0,751,4015,753,2,0,0.0195121951219512,771,"katE",943,47.532230457281,-0.0139900864867494,0.028709253662664,-0.487302339905245,0.626044089762622,0.999740963348521,59.546618979702,42.2243193904854,51.3229706721268,37.0350127868098
"765","katG",2149,2085,2181,32,0,725,3841,726,1,0,0.0146721687299404,772,"katG",2139,3013.45380969938,-0.0554828065023142,0.0562617594458936,-0.986154842094326,0.324057135136437,0.999740963348521,3244.85923715478,2986.81501372697,3027.15486666123,2794.98612125455
"766","kbaY",855,843,861,6,0,286,1529,286,0,0,0.00696864111498258,773,"kbaY",1688,14.490512458274,0.00131101683797818,0.0166982457519244,0.0785122495773003,0.937420586548071,0.999740963348521,9.49293925763365,18.8898270957435,9.90443293672622,19.6748505429927
"767","kbaZ",1267,1239,1281,14,0,424,2275,426,2,0,0.0109289617486339,774,"kbaZ",1686,45.93043022464,-0.00145465422718858,0.0289984198036177,-0.0501632239632279,0.959992317665034,0.999740963348521,41.4237349424014,51.1136497884824,41.4185377354006,49.7657984322757
"768","kbl",1180,1146,1197,17,0,398,2111,398,0,0,0.0142021720969089,775,"kbl",1943,517.920961897584,-0.00017925997324251,0.0552893319528978,-0.00324221629943415,0.99741309020415,0.999740963348521,512.618719912217,523.359327182069,511.428900732772,524.276899763276
"769","kch",1245,1227,1254,9,0,415,2164,417,2,0,0.00717703349282297,776,"kch",698,140.774505976974,0.00709932098270564,0.0426826623698443,0.166327979290284,0.867898848425517,0.999740963348521,151.887028122138,125.561791871707,154.869315010628,130.779888903422
"770","kdgK",922,906,930,8,0,308,1646,309,1,0,0.00860215053763441,777,"kdgK",1884,132.586173497173,0.000188969059057925,0.0420459852791049,0.00449434251102767,0.996414045571679,0.999740963348521,121.682221393304,143.340452667701,120.65400122921,144.668018698476
"771","kdgR",789,783,792,3,0,261,1374,263,2,0,0.00378787878787879,778,"kdgR",999,1266.74766031315,0.0302964294541357,0.056714044337926,0.534196243766657,0.593205767658468,0.999740963348521,1236.67108692628,1245.61742201932,1288.47668476866,1296.22544753834
"772","kdgT",979,969,984,5,0,327,1640,327,0,0,0.00508130081300813,779,"kdgT",2118,75.6580391904529,0.00665912308816393,0.0356356170302283,0.18686706287463,0.851764864284966,0.999740963348521,75.9435140610692,72.2258094837251,79.2354634938098,75.2273697232074
"773","kdpB",2001,1905,2049,48,0,678,3531,682,4,0,0.0234260614934114,780,"kdpB",375,12.189532634713,-0.00608626734140896,0.0161557371732407,-0.376724830080168,0.706378108354374,0.999740963348521,14.6709061254338,12.2228292972458,12.6056419194697,9.25875319670245
"774","kdpD",2623,2499,2685,62,0,889,4670,894,5,0,0.0230912476722533,781,"kdpD",374,132.601324674632,-0.0134490545911923,0.0429352116095478,-0.313240673261327,0.754097819357752,0.999740963348521,138.942110952638,133.339955969954,129.658031171689,128.465200604247
"775","kdpE",653,613,673,20,0,222,1154,224,2,0,0.0297176820208024,782,"kdpE",373,46.0791222544618,-0.0100945878852519,0.02933665564237,-0.344094705555754,0.730775064429164,0.999740963348521,46.6017018102016,50.0024834887327,41.4185377354006,46.2937659835123
"776","kdsA",853,849,855,2,0,284,1496,284,0,0,0.00233918128654971,783,"kdsA",674,666.420267473108,0.0240110799986865,0.0559244988283624,0.429348147980347,0.667669882508245,0.999740963348521,678.313659681823,627.808959358533,706.816350484553,652.742100367523
"777","kdsB",737,717,747,10,0,247,1302,248,1,0,0.0133868808567604,784,"kdsB",522,334.247500986688,-0.00247644319077576,0.0523405139894394,-0.0473140785601651,0.962262907580986,0.999740963348521,346.060785664645,324.460559526888,349.356361768161,317.112296987059
"778","kdsD",979,963,987,8,0,328,1722,328,0,0,0.00810536980749747,785,"kdsD",1721,188.082452426242,0.00398056362306152,0.0471299380250417,0.0844593434633103,0.932691226515503,0.999740963348521,183.817823806906,190.009437257184,186.383419809303,192.119128831576
"779","kdtA",1267,1245,1278,11,0,425,2231,425,0,0,0.00860719874804382,786,"waaA",1946,141.807774684206,0.00612074577628477,0.0435422009647761,0.140570426865564,0.888209312155876,0.999740963348521,145.846066776372,134.451122269704,150.367300039389,136.566609651361
"780","kduD",755,741,762,7,0,252,1323,253,1,0,0.00918635170603675,787,"kduD",1529,96.0195623016213,0.00474340723676874,0.0386606585777381,0.122693389385253,0.90234989882076,0.999740963348521,97.5183760102366,92.2268028792182,101.745538350006,92.5875319670245
"781","kduI",824,798,837,13,0,275,1491,278,3,0,0.015531660692951,788,"kduI",1530,61.4929954992676,-0.0050062981541083,0.0321469082837362,-0.155731870384596,0.876244374714025,0.999740963348521,69.9025527153024,55.5583149874808,68.4306275628357,52.0804867314513
"782","kefA",3313,3213,3363,50,0,1118,5899,1120,2,0,0.0148676776687481,789,"mscK",256,311.701998659336,-0.00305281528217317,0.0518712888068685,-0.0588536616766871,0.953068666659064,0.999740963348521,324.485923715478,301.126067232146,321.443868946478,299.752134743242
"783","kefB",1778,1722,1806,28,0,599,3090,601,2,0,0.0155038759689922,790,"kefB",1776,278.413298119152,-0.00176033678350604,0.0486733865035944,-0.036166309968509,0.971149749156166,0.999740963348521,250.268398610342,307.793065030644,243.108808446916,312.482920388708
"784","kefC",1858,1848,1863,5,0,619,3196,620,1,0,0.00268384326355341,791,"kefC",40,97.2043905114428,0.00810602050683744,0.0388193065377201,0.208814150220869,0.834593324558829,0.999740963348521,91.4774146644698,98.8938006777159,95.4427173902709,103.003629313315
"785","kgtP",1284,1254,1299,15,0,432,2253,432,0,0,0.0115473441108545,792,"kgtP",1415,2712.70252509914,-0.0258525707036216,0.0559807973654118,-0.461811405344413,0.644216571168401,0.999740963348521,2821.9919429511,2686.80011279457,2726.42026658245,2615.59777806844
"786","ksgA",815,801,822,7,0,273,1454,273,0,0,0.00851581508515815,793,"rsmA",42,130.940217826677,0.00496180649535527,0.0428009932235057,0.115927368074027,0.907710105339301,0.999740963348521,130.312166172971,128.895290770956,131.458837160184,133.094577202598
"787","lacI",1072,1050,1083,11,0,358,1877,360,2,0,0.0101569713758079,794,"lacI",189,518.416020831304,0.00914959865218309,0.0540799374015764,0.169186561445916,0.865649899826434,0.999740963348521,554.042454854619,473.356843693337,563.652274399147,482.612510378115
"788","lacY",1244,1224,1254,10,0,416,2143,417,1,0,0.00797448165869218,795,"lacY",188,68.4869791796415,0.000635097311465606,0.0318235477038131,0.0199568356544204,0.984077805858619,0.999740963348521,54.3686521119018,82.2263061814716,54.0241796548703,83.3287787703221
"789","ldcC",2106,2034,2142,36,0,713,3862,713,0,0,0.0168067226890756,796,"ldcC",132,155.009022146942,-0.00857199888859956,0.0446001007422376,-0.192196850364547,0.847588012957279,0.999740963348521,164.831945291639,150.007450466198,159.371329981867,145.825362848064
"790","ldhA",984,972,990,6,0,328,1755,329,1,0,0.00606060606060606,797,"ldhA",762,412.24196712248,-0.00475246848753244,0.0536299336500211,-0.0886159680626524,0.929387117333733,0.999740963348521,434.086222417248,394.464036411114,430.392631250467,390.024978411091
"791","lepA",1782,1746,1800,18,0,598,3190,599,1,0,0.01,798,"lepA",1404,314.26046364498,0.00633354071838713,0.0518340606086309,0.122188781739637,0.902749510756327,0.999740963348521,327.074907149378,296.681402033148,327.746689906213,305.538855491181
"792","lepB",959,927,975,16,0,323,1725,324,1,0,0.0164102564102564,799,"lepB",1403,234.080866255888,-0.0107392935130924,0.0487811387685999,-0.220152579135877,0.825752326920353,0.999740963348521,220.926586359474,254.457082642662,217.897524607977,243.042271413439
"793","leuA",1551,1509,1572,21,0,522,2790,523,1,0,0.0133587786259542,800,"leuA",59,303.983460161365,-0.0173487045531793,0.0518146534311185,-0.334822360169646,0.737759092136801,0.999740963348521,304.637050722244,315.571229128891,289.029361153556,306.696199640769
"794","leuB",1065,1011,1092,27,0,363,1930,363,0,0,0.0247252747252747,801,"leuB",58,216.296707623994,-0.0249209157112367,0.0484533566375521,-0.514327952501904,0.607022721862406,0.999740963348521,214.885625013707,233.344922947419,201.690270711516,215.266011823332
"795","leuC",1377,1329,1401,24,0,466,2497,466,0,0,0.0171306209850107,802,"leuC",57,184.861877984018,-0.0128690482037185,0.0458124020027661,-0.280907519386159,0.778781333144664,0.999740963348521,174.324884549273,203.34343285418,163.873344953107,197.905849579515
"796","leuD",603,597,606,3,0,201,1075,201,0,0,0.00495049504950495,803,"leuD",56,217.082640646971,0.014353297235454,0.0483969638551918,0.29657433219159,0.7667915095901,0.999740963348521,221.789580837441,203.34343285418,231.403569521694,211.793979374569
"797","leuO",938,924,945,7,0,313,1683,314,1,0,0.00740740740740741,804,"leuO",60,191.590327019193,-0.00228880001900796,0.0445482836360846,-0.0513779618919819,0.959024345438287,0.999740963348521,219.200597403541,165.563778662693,216.096718619481,165.500213391056
"798","leuS",2566,2532,2583,17,0,858,4639,860,2,0,0.00658149438637244,805,"leuS",350,2283.56230571789,0.0227466550184,0.0563871122145237,0.40340166617969,0.686652761221518,0.999740963348521,2325.77011812025,2176.7747812095,2396.87277068775,2234.83155285405
"799","lexA",607,603,609,2,0,202,1047,202,0,0,0.00328407224958949,806,"lexA",2201,1185.2184226967,0.0292332858946954,0.056744241361586,0.515176257418174,0.606429858530918,0.999740963348521,1171.08350660081,1152.27945284035,1217.34484822308,1200.16588312256
"800","lgt",868,852,876,8,0,290,1493,291,1,0,0.0091324200913242,807,"lgt",1517,88.7040354748971,0.00253324163515427,0.0376925523752666,0.0672080152581164,0.946416104300933,0.999740963348521,90.6144201865031,85.5598050807205,91.8411054132795,86.8008112190855
"801","ligA",2003,1977,2016,13,0,670,3527,671,1,0,0.0064484126984127,808,"ligA",1302,279.190405168104,0.0330774084855861,0.0511009004726294,0.647296000259388,0.517440389675794,0.999740963348521,262.350321301876,273.346909738406,283.626943188069,297.437446444066
"802","ligB",1667,1635,1683,16,0,557,2939,560,3,0,0.0095068330362448,809,"ligB",1953,37.8138952349264,0.000269869076180661,0.0270724564974539,0.00996840003071171,0.992046499241708,0.999740963348521,38.8347515085013,36.6684878917373,38.7173287526571,37.0350127868098
"803","lipA",965,963,966,1,0,321,1727,321,0,0,0.0010351966873706,810,"lipA",340,2641.81480184194,0.0337565058433343,0.0561386189124363,0.601306311008237,0.547635986902903,0.999740963348521,2511.31393088309,2664.57678679958,2618.37190727271,2772.99658241239
"804","lipB",638,630,642,4,0,213,1140,213,0,0,0.00623052959501558,811,"lipB",342,59.7231983314528,0.00495141519786525,0.0313138750900842,0.158122084335489,0.874360598742134,0.999740963348521,49.1906852441017,67.7811442847266,51.3229706721268,70.5979931248562
"805","livF",684,624,714,30,0,236,1249,237,1,0,0.0420168067226891,812,"livF",1839,173.257235263701,-0.084476065976945,0.0461155706430822,-1.83183390770027,0.0669761697925884,0.999740963348521,202.803702322174,192.231769856684,152.168106027885,145.825362848064
"806","livG",746,702,768,22,0,255,1344,255,0,0,0.0286458333333333,813,"livG",1840,187.105779308275,-0.0350478897247268,0.0463645213146908,-0.755920448026317,0.449696893314463,0.999740963348521,212.296641579807,183.342439458687,187.28382280355,165.500213391056
"807","livH",903,855,927,24,0,308,1569,308,0,0,0.0258899676375405,814,"livH",1842,472.159996624046,-0.02408168038783,0.0531697480813527,-0.452920716325075,0.650605832968666,0.999740963348521,526.426631559684,442.244187300347,503.325273784542,416.64389385161
"808","livJ",1089,1059,1104,15,0,367,1931,367,0,0,0.0135869565217391,815,"livJ",1844,3551.68198252564,-0.00820425605496519,0.0555871612948915,-0.147592643046501,0.882664261509222,0.999740963348521,3647.87765836522,3489.0621812138,3607.01439495684,3462.77369556672
"809","livK",1094,1062,1110,16,0,369,1950,369,0,0,0.0144144144144144,816,"livK",1843,1239.58684145007,-0.0325688508164604,0.0566083815377828,-0.57533619460084,0.565063947231906,0.999740963348521,1354.90133040771,1184.50327553309,1281.27346081467,1137.66929904481
"810","livM",1243,1173,1278,35,0,424,2162,425,1,0,0.0273865414710485,817,"livM",1841,361.840576998438,-0.0340295831936305,0.0524482484354604,-0.64882210957922,0.516453364872427,0.999740963348521,396.97745986468,354.462049620128,371.866436624357,324.056361884586
"811","lldD",1170,1128,1191,21,0,395,2080,396,1,0,0.017632241813602,818,"lldD",1936,84.5798641975336,-0.00387211107634493,0.0371343539630618,-0.104273015768541,0.916952691455583,0.999740963348521,85.4364533187029,85.5598050807205,82.8370754708011,84.4861229199099
"812","lldP",1624,1560,1656,32,0,550,2812,551,1,0,0.0193236714975845,819,"lldP",1934,189.345401784305,-0.0262583659493462,0.0472124129103026,-0.556175046575858,0.578091196007546,0.999740963348521,194.173757542507,200.009933954931,179.18019585532,184.017719784461
"813","lldR",771,759,777,6,0,257,1362,258,1,0,0.00772200772200772,820,"lldR",1935,58.8528846049356,0.00209858248698787,0.0316565704408453,0.0662921617144017,0.947145223544841,0.999740963348521,65.5875803254689,51.1136497884824,66.62982157434,52.0804867314513
"814","lolA",612,612,612,0,0,203,1074,203,0,0,0,821,"lolA",500,561.535365478885,0.0227980969586311,0.0554866061022261,0.410875679017543,0.681163696915108,0.999740963348521,566.124377546152,534.470990179566,588.863558238086,556.682535951735
"815","lolB",624,624,624,0,0,207,1095,207,0,0,0,822,"lolB",669,89.4551457921118,0.00764566060408311,0.0378536875853487,0.20197928106329,0.839932921679666,0.999740963348521,86.2994477966696,88.8933039799693,90.0402994247838,92.5875319670245
"816","lolC",1197,1191,1200,3,0,399,2053,399,0,0,0.0025,823,"lolC",627,45.4187297788132,0.004120589788374,0.0286404767874829,0.143872946632469,0.885600798859362,0.999740963348521,50.0536797220684,38.8908204912366,52.2233736663746,40.5070452355732
"817","lolD",691,669,702,11,0,233,1220,233,0,0,0.0156695156695157,824,"lolD",628,19.1811645288281,-0.00567598998569025,0.0197466207308625,-0.287441079820767,0.773774610524347,0.999740963348521,16.3968950813672,24.4456585944916,16.2072538964611,19.6748505429927
"818","lolE",1239,1227,1245,6,0,413,2153,414,1,0,0.00481927710843374,825,"lolE",629,395.112779009333,0.0131132655341737,0.0538264671811202,0.243621144409292,0.807524250751405,0.999740963348521,395.251470908747,384.463539713367,406.081750405775,394.654355009442
"819","lon",2342,2316,2355,13,0,784,4136,784,0,0,0.00552016985138004,826,"lon",243,3085.2468890699,0.043291316255511,0.055929264783262,0.7740369272379,0.438908954256636,0.999740963348521,3092.10921455467,2920.14503574199,3251.35521222894,3077.37809375398
"820","lpd",1416,1398,1425,9,0,474,2474,474,0,0,0.00631578947368421,827,"lpd",88,16330.3802430059,0.0299491210955872,0.0536272259338937,0.558468587066307,0.57652444918536,0.999740963348521,16013.72553315,16136.3570049639,16540.4030043328,16631.0354295768
"821","lptB",726,726,726,0,0,241,1248,241,0,0,0,828,"lptB",1722,223.695381167775,0.0141366051047528,0.0481293358829521,0.293721175358251,0.768970972078693,0.999740963348521,234.734498006941,203.34343285418,244.909614435412,211.793979374569
"822","lpxA",789,789,789,0,0,262,1374,262,0,0,0,829,"lpxA",128,560.102638181087,0.023947142988785,0.0555913457089113,0.430771061275934,0.666634843274124,0.999740963348521,540.234543207152,556.694316174558,563.652274399147,579.829418943491
"823","lpxB",1140,1122,1149,9,0,380,2011,382,2,0,0.00783289817232376,830,"lpxB",129,130.100181140994,0.0070456590020337,0.0415874954642117,0.169417728174972,0.86546807999528,0.999740963348521,140.668099908571,115.56129517396,144.964882073902,119.206447407544
"824","lpxC",916,912,918,2,0,305,1635,305,0,0,0.00217864923747277,831,"lpxC",75,18804.7044065027,0.0335656348963698,0.0561764315397137,0.597503863744722,0.550171028150452,0.999740963348521,17269.3824985915,19574.3055363892,18003.5578699855,20371.5717210446
"825","lpxD",1025,1023,1026,1,0,341,1788,341,0,0,0.000974658869395711,832,"lpxD",127,930.841374562884,0.0253751877868632,0.0561699766861565,0.451757135820872,0.651443952326582,0.999740963348521,973.457771146433,850.042219308457,1015.65457751156,884.210930285084
"826","lpxH",708,678,723,15,0,238,1270,240,2,0,0.020746887966805,833,"lpxH",296,22.9077684949747,-0.00214174479115155,0.0203350074352946,-0.105323039490717,0.916119481778175,0.999740963348521,30.2048067288344,16.6674944962442,29.7132988101787,15.0454739446415
"827","lpxK",984,978,987,3,0,327,1706,328,1,0,0.00303951367781155,834,"lpxK",521,49.7926645641376,0.00356214784571451,0.0300231381257997,0.118646752740796,0.905555223598353,0.999740963348521,53.5056576339351,44.4466519899847,54.9245826491181,46.2937659835123
