"","Gene","Identity.x","Score.x","Length.x","Mismatches.x","DE.x","Identity.y","Score.y","Length.y","Mismatches.y","DE.y","mismatchRatio","X.1","IAI1","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","K12_IAI1ref_starvation1","K12_IAI1ref_starvation2","K12_starvation1","K12_starvation2"
"331","dnaA",1396,1380,1404,8,0,467,2503,467,0,0,0.0056980056980057,337,"dnaA",1955,56.3799110369362,-0.00336896746973104,0.0294152009042434,-0.114531513168929,0.908816466855672,0.999974208147515,50.077944938608,64.4875077873917,48.1023396070283,62.8518518147168
"332","dnaB",1395,1353,1416,21,0,471,2480,471,0,0,0.0148305084745763,338,"dnaB",2170,13.2913319959697,-0.000114644326473531,0.0157795927244166,-0.00726535395911298,0.994203137245556,0.999974208147515,14.9168346625641,11.7250014158894,14.3283564786893,12.1951354267361
"333","dnaC",734,726,738,4,0,245,1313,245,0,0,0.00542005420054201,339,"dnaC",2293,20.4993577790482,-0.0017712598026472,0.0193914076365859,-0.0913425077664473,0.927220442828674,0.999974208147515,21.309763803663,20.5187524778065,20.4690806838418,19.6998341508814
"334","dnaE",3457,3405,3483,26,0,1160,6178,1160,0,0,0.00746482917025553,340,"dnaE",122,54.1269475087551,-0.00124505348006801,0.028205586826682,-0.0441420874424146,0.964791144535194,0.999974208147515,64.994779601172,43.9687553095853,63.4541501199097,44.0901050043536
"335","dnaG",1739,1725,1746,7,0,581,3111,581,0,0,0.00400916380297824,341,"dnaG",1623,238.114395890543,-0.013931925284746,0.048193904571056,-0.289080650525112,0.772519660408599,0.999974208147515,250.38972469304,235.477111769112,240.511698035142,226.079049064877
"336","dnaJ",1122,1104,1131,9,0,374,1977,376,2,0,0.00795755968169761,342,"dnaJ",14,422.539914393666,-0.00413604042872254,0.0531807787755154,-0.0777732203994497,0.938008448934765,0.999974208147515,408.081976840146,440.664636547177,404.264343505876,437.148700681463
"337","dnaK",1901,1869,1917,16,0,638,3339,638,0,0,0.00834637454355764,343,"dnaK",13,2689.28690325307,-0.00450039288517819,0.0554204935695673,-0.0812044894462915,0.935279329248064,0.999974208147515,2744.69757791179,2647.89615308836,2728.52845515612,2636.02542685603
"338","dnaN",1087,1056,1102,15,0,366,1944,366,0,0,0.0136116152450091,344,"dnaN",1954,45.1302071264777,0.00132277550270895,0.0275010289683441,0.0480991276446991,0.961637241441304,0.999974208147515,43.6850157975091,45.9229222122335,44.0085234702599,46.9043670259081
"339","dnaQ",717,687,732,15,0,241,1293,243,2,0,0.0204918032786885,345,"dnaQ",137,95.8216254604759,0.0188711795419587,0.0365296151585577,0.516599462108972,0.605435791265521,0.999974208147515,98.0249134968496,83.0520933625499,107.46267359017,94.7468213923343
"340","dnaX",1910,1866,1932,22,0,640,3359,643,3,0,0.0113871635610766,346,"dnaX",248,33.9915177797157,-0.00284856087246893,0.0243555418993366,-0.116957400670544,0.906893811067521,0.999974208147515,35.1611102760439,34.1979207963441,33.773983128339,32.8330569181357
"341","dppA",1582,1530,1608,26,0,535,2889,535,0,0,0.0161691542288557,347,"dppA",1866,661.970785918399,0.0481538542975583,0.0547416611857823,0.879656430851335,0.379045458696979,0.999974208147515,584.953016410548,680.050082121585,642.729133472634,740.150911668829
"342","dppB",1011,993,1020,9,0,338,1731,339,1,0,0.00882352941176471,348,"dppB",1865,22.606691654606,0.00334131260886672,0.0201328564657585,0.165963166456262,0.868185937032956,0.999974208147515,19.1787874232967,24.4270862831029,21.4925347180339,25.3283581939904
"343","dppC",901,897,903,2,0,300,1535,300,0,0,0.00221483942414175,349,"dppC",1864,25.9832917472806,-0.00221756147200422,0.0216098634665886,-0.102618023266683,0.918266137859012,0.999974208147515,26.6372047545787,26.3812531857512,25.5863508548023,25.3283581939904
"344","dppD",966,930,984,18,0,326,1727,327,1,0,0.0182926829268293,350,"dppD",1863,19.4548866668605,-0.0016847924684354,0.0189206525674114,-0.0890451564729462,0.9290460229539,0.999974208147515,19.1787874232967,20.5187524778065,18.4221726154577,19.6998341508814
"345","dppF",978,924,1005,27,0,332,1765,334,2,0,0.026865671641791,351,"dppF",1862,15.3592571423494,0.00397999445313572,0.016546842297329,0.240528940907243,0.809920230081522,0.999974208147515,17.0478110429304,11.7250014158894,20.4690806838418,12.1951354267361
"346","dsbA",622,612,627,5,0,208,1106,208,0,0,0.00797448165869218,352,"dsbA",2053,61.018359380689,-0.00410972493411815,0.0289508273413537,-0.141955353664376,0.887115271077211,0.999974208147515,75.6496615030035,48.8541725662058,72.6652364276385,46.9043670259081
"347","dsbC",706,696,711,5,0,236,1258,236,0,0,0.0070323488045007,353,"dsbC",1533,39.4320088898149,-0.00326589948526031,0.0259756071016914,-0.1257294765999,0.899946068060161,0.999974208147515,39.4230630367765,41.0375049556129,37.8677992651074,39.3996683017628
"348","dsbG",747,747,747,0,0,248,1313,248,0,0,0,354,"dsbG",319,26.984320001335,-0.00229763871217196,0.021981082561405,-0.104528005195077,0.916750345073611,0.999974208147515,27.7026929447619,27.3583366370753,26.6098048889944,26.2664455345085
"349","dsdA",1326,1320,1329,3,0,441,2354,442,1,0,0.00225733634311512,355,"dsdA",1254,16.930594602658,-0.00146926525333762,0.0176982056531294,-0.0830177523153498,0.933837424032219,0.999974208147515,15.9823228527472,18.5645855751582,15.3518105128814,17.8236594698451
"350","dusB",966,966,966,0,0,321,1723,321,0,0,0,356,"dusB",1723,71.5517987358215,-0.00552938171105576,0.0331078734006161,-0.167011080541128,0.867361330367786,0.999974208147515,75.6496615030035,70.3500084953364,72.6652364276385,67.5422885173076
"351","dusC",932,900,948,16,0,312,1654,315,3,0,0.0168776371308017,357,"dusC",1133,4.96169841213866,-0.000450580940808769,0.00988285220102494,-0.0455921966294345,0.96363528889389,0.999974208147515,4.26195276073259,5.8625007079447,4.09381613676837,5.62852404310897
"352","dxr",1195,1191,1197,2,0,398,2131,398,0,0,0.00167084377610693,358,"dxr",114,51.0533622152683,-0.0037454026020925,0.0276722085097514,-0.135348886257946,0.892336035006911,0.999974208147515,42.6195276073259,61.5562574334194,40.9381613676837,59.0995024526442
"353","dxs",1830,1764,1863,33,0,618,3295,620,2,0,0.0177133655394525,359,"dxs",221,43.210242694384,0.00243411676404052,0.0265514299375126,0.0916755432671266,0.926955829192648,0.999974208147515,37.2920866564102,47.8770891148817,38.8912532992995,48.7805417069444
"354","eamA",881,863,890,9,0,294,1483,297,3,0,0.0101123595505618,360,"eamA",824,41.9119368373893,-0.00296269217784138,0.024844606877022,-0.119248905507194,0.905078162048769,0.999974208147515,53.2744095091574,32.2437538936959,51.1727017096046,30.9568822370993
"355","ebgR",976,960,984,8,0,326,1725,327,1,0,0.00813008130081301,361,"ebgR",1629,3.00308476216314,-0.000280187255630616,0.00781451464215436,-0.0358547227129351,0.971398198674131,0.999974208147515,3.19646457054944,2.93125035397235,3.07036210257627,2.81426202155448
"356","eda",640,636,642,2,0,213,1095,213,0,0,0.00311526479750779,363,"eda",995,38.2997308028659,-0.00288865501918455,0.0245429158880671,-0.11769811836372,0.906306857746699,0.999974208147515,46.8814803680585,31.2666704423717,45.031977504452,30.0187948965812
"357","edd",1801,1779,1812,11,0,603,3214,603,0,0,0.00607064017660044,364,"edd",996,21.8922930147966,-0.00186492783952886,0.0198677972552377,-0.0938668648351147,0.925214915617945,0.999974208147515,20.2442756134798,24.4270862831029,19.4456266496497,23.452183512954
"358","efeB",1263,1245,1272,9,0,421,2253,423,2,0,0.00707547169811321,365,"efeB",565,7.39910476007475,-0.000639226867219083,0.0117427215829447,-0.0544360063979976,0.956587792413695,0.999974208147515,5.32744095091574,9.77083451324117,5.11727017096046,9.38087340518162
"359","efeO",1114,1086,1128,14,0,374,1979,375,1,0,0.0124113475177305,366,"efeO",564,4.39601999791161,-0.00036900097572156,0.00893049912079198,-0.0413191884048734,0.967041435997456,0.999974208147515,2.1309763803663,6.83958415926882,2.04690806838418,6.56661138362713
"360","elbB",650,642,654,4,0,215,1120,217,2,0,0.00611620795107034,367,"elbB",1697,76.1215901662661,-0.00577944449903226,0.033771556903772,-0.17113349306045,0.864118800672382,0.999974208147515,82.0425906441024,73.2812588493088,78.8059606327911,70.3565505388621
"361","emrA",1153,1113,1173,20,0,389,2042,390,1,0,0.0170502983802217,368,"emrA",1415,8.92345267694217,0.00363457708733603,0.0130399285465447,0.278726764058774,0.780454521407159,0.999974208147515,6.39292914109889,9.77083451324117,9.21108630772883,10.3189607456998
"362","emrB",1515,1467,1539,24,0,511,2653,512,1,0,0.0155945419103314,369,"emrB",1416,52.655009668925,0.00557799533091384,0.0288395337597387,0.193414892812899,0.846634052869082,0.999974208147515,56.4708740797069,45.9229222122335,60.3837880173334,47.8424543664262
"363","emrD",1184,1182,1185,1,0,394,2001,394,0,0,0.000843881856540084,370,"emrD",1938,4.52634857231133,-0.000411396960023227,0.00946496594117563,-0.0434652340621236,0.965330677521247,0.999974208147515,5.32744095091574,3.90833380529647,5.11727017096046,3.75234936207265
"364","emrK",1150,1122,1164,14,0,385,2046,387,2,0,0.0120274914089347,371,"emrK",1256,33.9534429274046,0.0041383501665547,0.0220041585822442,0.188071275304026,0.850820778259129,0.999974208147515,23.4407401840293,42.014588406937,22.515988752226,47.8424543664262
"365","emrY",1522,1488,1539,17,0,511,2642,512,1,0,0.0110461338531514,372,"emrY",1255,2.48084920606933,-0.000233040309640693,0.00712060746260457,-0.0327275883222823,0.973891823371587,0.999974208147515,2.1309763803663,2.93125035397235,2.04690806838418,2.81426202155448
"366","emtA",610,606,612,2,0,202,1074,203,1,0,0.00326797385620915,373,"emtA",645,108.584129237087,-0.00660637873177078,0.0378193077749775,-0.174682698347583,0.861328963455172,0.999974208147515,120.400165490696,100.639595486384,116.673759897898,96.6229960733706
"367","endA",704,696,708,4,0,235,1271,235,0,0,0.00564971751412429,374,"endA",1564,9.76601167771277,0.000195706610593917,0.0136816809777363,0.0143042810976504,0.98858722415948,0.999974208147515,10.6548819018315,8.79375106191705,10.2345403419209,9.38087340518162
"368","eno",1298,1296,1299,1,0,432,2250,432,0,0,0.000769822940723634,375,"eno",1462,1731.29955037336,-0.0317347052097899,0.0562460281749723,-0.564212376224475,0.572609606044947,0.999974208147515,1726.0908680967,1805.65021804697,1657.99553539119,1735.4615799586
"369","entA",735,711,747,12,0,245,1284,248,3,0,0.0160642570281124,376,"entA",312,15.3125396665573,0.00475214838351956,0.0165411108345918,0.287293183090313,0.773887841863535,0.999974208147515,11.7203700920146,16.61041867251,12.2814484103051,20.6379214913996
"370","entB",851,837,858,7,0,284,1522,285,1,0,0.00815850815850816,377,"entB",311,19.9336793648211,-0.0017198066841012,0.0191077266204647,-0.0900058242543236,0.92828258653089,0.999974208147515,19.1787874232967,21.4958359291306,18.4221726154577,20.6379214913996
"371","entC",1153,1107,1176,23,0,390,2065,391,1,0,0.0195578231292517,378,"entC",309,16.83395985869,0.000582632391070688,0.0173448440076539,0.0335911000879332,0.973203219365719,0.999974208147515,13.8513464723809,19.5416690264823,13.3049024444972,20.6379214913996
"372","entE",1592,1554,1611,19,0,534,2853,536,2,0,0.0117939168218498,379,"entE",310,32.0231551020387,-0.000679140248941115,0.0236782740472572,-0.0286819996924473,0.977118212626282,0.999974208147515,34.0956220858607,30.2895869910476,32.7505290941469,30.9568822370993
"373","envC",1230,1170,1260,30,0,419,2157,419,0,0,0.0238095238095238,380,"envC",1907,9.2872189797522,0.000238164332897116,0.013313825146874,0.0178884978786909,0.985727804910525,0.999974208147515,10.6548819018315,7.81666761059294,10.2345403419209,8.44278606466345
"374","envY",756,744,762,6,0,250,1325,253,3,0,0.0078740157480315,381,"envY",292,2.045499366242,-0.000182596849078738,0.0063334563791535,-0.0288305213058312,0.97699975851044,0.999974208147515,3.19646457054944,0.977083451324117,3.07036210257627,0.938087340518162
"375","envZ",1328,1278,1353,25,0,449,2371,450,1,0,0.0184774575018477,382,"envZ",1777,59.966144606014,0.00112544300974075,0.0309419233216962,0.0363727554373324,0.970985137811235,0.999974208147515,60.7328268404395,58.625007079447,61.4072420515255,59.0995024526442
"376","epd",1019,1017,1020,1,0,339,1801,339,0,0,0.000980392156862745,383,"epd",1555,218.399773333378,-0.0130353647298099,0.0470722492027012,-0.276922495750679,0.781839618720924,0.999974208147515,213.09763803663,232.54586141514,204.690806838418,223.264787043322
"377","eptA",1632,1608,1644,12,0,544,2925,547,3,0,0.0072992700729927,384,"eptA",2193,56.2747965177115,-0.00424058869641615,0.0293604078814203,-0.144432213392364,0.885159180874876,0.999974208147515,64.994779601172,49.83125601753,62.4306960857176,47.8424543664262
"378","eptB",1686,1674,1692,6,0,562,3044,563,1,0,0.00354609929078014,385,"eptB",1867,8.26980443972941,-0.00059330460753509,0.0112981036819572,-0.052513645142289,0.958119423085536,0.999974208147515,3.19646457054944,13.6791683185376,3.07036210257627,13.1332227672543
"379","era",879,825,906,27,0,300,1592,301,1,0,0.0298013245033113,386,"era",1378,210.498359490497,0.0949805717391271,0.0469210510135895,2.02426351685128,0.0429430453082263,0.999974208147515,174.740063190036,183.691688848934,241.535152069334,242.026533853686
"380","eutA",1379,1329,1404,25,0,462,2402,467,5,0,0.0178062678062678,387,"eutA",1302,1.19210723105068,0.000799160362145282,0.00443057579290466,0.180373928694572,0.856859020513958,0.999974208147515,0,1.95416690264823,0,2.81426202155448
"381","eutB",1343,1305,1362,19,0,453,2423,453,0,0,0.0139500734214391,388,"eutB",1301,48.3989044248903,0.000146170745028209,0.0283336292599819,0.0051589135894659,0.995883800754812,0.999974208147515,46.8814803680585,49.83125601753,48.1023396070283,48.7805417069444
"382","eutC",875,849,888,13,0,294,1547,295,1,0,0.0146396396396396,389,"eutC",1300,8.69943938081039,0.00035843816304388,0.0129303667955867,0.0277206492832222,0.977884954284722,0.999974208147515,7.45841733128204,9.77083451324117,8.18763227353673,9.38087340518162
"383","eutE",1378,1323,1405,27,0,464,2412,467,3,0,0.0192170818505338,390,"eutE",1306,2.00205650810876,-0.000190577034388249,0.00644982291786865,-0.0295476382553501,0.97642782567635,0.999974208147515,2.1309763803663,1.95416690264823,2.04690806838418,1.87617468103632
"384","eutG",1172,1140,1188,16,0,391,2051,395,4,0,0.0134680134680135,391,"eutG",1304,0.778099064641833,0.000959649213635611,0.00367218313495297,0.261329345070341,0.793838538513431,0.999974208147515,1.06548819018315,0,2.04690806838418,0
"385","eutH",1210,1176,1227,17,0,408,2056,408,0,0,0.0138549307253464,392,"eutH",1303,9.15689040535248,0.000238772322693104,0.0131224392675532,0.018195727015746,0.9854827114208,0.999974208147515,7.45841733128204,10.7479179645653,7.16417823934464,11.2570480862179
"386","eutJ",827,807,837,10,0,277,1467,278,1,0,0.01194743130227,393,"eutJ",1305,1.56670666828143,-0.000110134595478372,0.00493455189387155,-0.02231906723185,0.982193439218751,0.999974208147515,3.19646457054944,0,3.07036210257627,0
"387","eutL",629,567,660,31,0,214,1120,219,5,0,0.046969696969697,394,"eutL",1299,6.25336811189204,0.00722025536526284,0.0110129945787688,0.655612359891857,0.512073570884406,0.999974208147515,5.32744095091574,3.90833380529647,9.21108630772883,6.56661138362713
"388","eutQ",699,693,702,3,0,232,1232,233,1,0,0.00427350427350427,395,"eutQ",1309,4.83136983773894,-0.000344892093215323,0.00862462927888684,-0.039989207890897,0.968101730267496,0.999974208147515,1.06548819018315,8.79375106191705,1.02345403419209,8.44278606466345
"389","eutT",803,801,804,1,0,267,1402,267,0,0,0.00124378109452736,396,"eutT",1308,2.48084920606933,-0.000233040309640693,0.00712060746260457,-0.0327275883222823,0.973891823371587,0.999974208147515,2.1309763803663,2.93125035397235,2.04690806838418,2.81426202155448
"390","evgA",609,597,615,6,0,204,1071,204,0,0,0.00975609756097561,397,"evgA",1257,8.83548285395645,-0.000716465906042936,0.0124157062987983,-0.057706415470885,0.95398248340751,0.999974208147515,5.32744095091574,12.7020848672135,5.11727017096046,12.1951354267361
"391","exbB",735,735,735,0,0,244,1268,244,0,0,0,398,"exbB",1593,59.1457090874594,-0.00843176560350623,0.0305432620369932,-0.276059760522432,0.782502166574371,0.999974208147515,64.994779601172,57.6479236281229,61.4072420515255,52.532891069017
"392","exoX",663,663,663,0,0,220,1185,220,0,0,0,399,"exoX",991,18.1922800055118,-0.00145166458669858,0.0176298330378052,-0.0823413689503267,0.934375258427261,0.999974208147515,23.4407401840293,13.6791683185376,22.515988752226,13.1332227672543
"393","exuR",761,729,777,16,0,258,1390,258,0,0,0.0205920205920206,400,"exuR",1640,203.405625404502,0.0203218500081787,0.0465877408206063,0.436205955691891,0.662687307229604,0.999974208147515,198.180803374066,195.416690264823,210.831531043571,209.19347693555
"394","exuT",1276,1230,1299,23,0,431,2250,432,1,0,0.0177059276366436,401,"exuT",1639,48.0878213677922,0.00975582526671366,0.0278913407005644,0.349779717348483,0.726504021897655,0.999974208147515,51.1434331287911,40.0604215042888,54.2430638121809,46.9043670259081
"395","fabB",1209,1185,1221,12,0,406,2155,406,0,0,0.00982800982800983,402,"fabB",1244,235.723035530052,-0.0109626828694197,0.0479022695654079,-0.228855187215103,0.818981471632401,0.999974208147515,251.455212883223,227.660444158519,240.511698035142,223.264787043322
"396","fabD",922,906,930,8,0,309,1624,309,0,0,0.00860215053763441,403,"fabD",597,139.988412938038,-0.00814683425123102,0.0406243591219608,-0.200540622112288,0.841057791345328,0.999974208147515,127.858582821978,157.310435663183,122.814484103051,151.970149163942
"397","fabF",1231,1209,1242,11,0,413,2183,413,0,0,0.00885668276972625,404,"fabF",599,336.102694724979,-0.00451645902198437,0.04877703289719,-0.092593967974722,0.926226136020264,0.999974208147515,298.336693251282,378.131295662433,292.707853778938,375.234936207265
"398","fabG",733,729,735,2,0,243,1243,244,1,0,0.00272108843537415,405,"fabG",598,826.593286992593,-0.0258731296955004,0.0561665314490674,-0.46065030237736,0.645049515922924,0.999974208147515,815.098465490108,871.558438581112,782.94233615695,836.7739077422
"399","fabH",949,939,954,5,0,316,1674,317,1,0,0.00524109014675052,406,"fabH",596,170.539653598774,-0.0100616391910272,0.0439379579474577,-0.228996513744658,0.818871625768099,0.999974208147515,184.329456901685,163.172936371128,177.057547915232,157.598673207051
"400","fabI",786,780,789,3,0,262,1383,262,0,0,0.00380228136882129,407,"fabI",707,276.631317585548,-0.00916848301691718,0.0497782895147425,-0.184186381378207,0.853867242795456,0.999974208147515,271.699488496703,288.239618140615,266.098048889944,280.48811481493
"401","fabR",647,645,648,1,0,214,1111,215,1,0,0.00154320987654321,408,"fabR",2122,64.5232592840224,-0.00513084706914268,0.0318296628570053,-0.161197028450882,0.871938221465518,0.999974208147515,68.1912441717215,63.5104243360676,64.4776041541018,61.9137644741987
"402","fadA",1150,1122,1164,14,0,386,2034,387,1,0,0.0120274914089347,409,"fadA",2047,251.589985560542,-0.00600757700187161,0.0487425707178683,-0.123251131677988,0.901908236963318,0.999974208147515,263.175582975238,244.270862831029,256.886962582215,242.026533853686
"403","fadB",2175,2145,2190,15,0,727,3849,729,2,0,0.00684931506849315,410,"fadB",2048,798.275382489761,-0.011952634253184,0.0562447408019634,-0.212511144735629,0.831708284099565,0.999974208147515,801.247119017728,810.002181147693,790.106514396295,791.745715397328
"404","fadD",1667,1629,1686,19,0,561,2984,561,0,0,0.0112692763938316,411,"fadD",972,7653.15398903094,0.00298557113221338,0.0537917992117055,0.0555023474947031,0.955738259804593,0.999974208147515,7447.76244938021,7834.25511271677,7506.0118867648,7824.58650726199
"405","fadE",2406,2328,2445,39,0,812,4326,814,2,0,0.0159509202453988,412,"fadE",139,1961.81362441496,0.040543815348066,0.0559065198558469,0.725207282667691,0.468324875731503,0.999974208147515,1913.61678956893,1914.10648114395,1999.82918281135,2019.7020441356
"406","fadL",1325,1293,1341,16,0,445,2343,446,1,0,0.0119313944817301,413,"fadL",1251,455.946744248424,0.00329575804320016,0.0536449986790408,0.0614364456026693,0.951011627772617,0.999974208147515,473.076756441318,435.779219290556,475.906125899323,439.0248753625
"407","fadR",718,714,720,2,0,239,1274,239,0,0,0.00277777777777778,414,"fadR",640,115.787199632716,-0.0067228015861554,0.0378433016788946,-0.177648389223521,0.858999119813867,0.999974208147515,133.186023772894,102.593762389032,127.931754274011,99.4372580949251
"408","fbaA",1071,1053,1080,9,0,359,1928,359,0,0,0.00833333333333333,415,"fbaA",1553,511.79688240898,-0.00907891460437605,0.054664985884924,-0.166082812561009,0.868091779892953,0.999974208147515,511.434331287911,520.785479555754,505.586292890893,509.381425901362
"409","fbaB",1048,1038,1053,5,0,349,1863,350,1,0,0.00474833808167141,416,"fbaB",1109,512.819067190728,-0.00431212842950549,0.0543889959895986,-0.079283104073665,0.936807444989909,0.999974208147515,494.386520244981,535.441731325616,493.304844480588,528.143172711725
"410","fbp",994,984,999,5,0,332,1771,332,0,0,0.005005005005005,417,"fbp",2259,124.503946557989,-0.00599822519969728,0.0398949642078778,-0.150350434416804,0.880488144263073,0.999974208147515,135.31700015326,117.250014158894,131.002116376588,114.446655543216
"411","fdhD",828,816,834,6,0,277,1478,277,0,0,0.00719424460431655,418,"fdhD",2077,84.5391935730829,-0.00159472890239447,0.0345188182640387,-0.0461988266862495,0.963151777646661,0.999974208147515,93.7629607361171,76.2125092032811,93.1343171114803,75.0469872414529
"412","fdhE",908,864,930,22,0,306,1636,309,3,0,0.0236559139784946,419,"fdhE",2073,37.4270023594702,0.0018564995910999,0.024667931079832,0.0752596391278935,0.940008133681049,0.999974208147515,30.8991575153113,42.9916718582611,31.7270750599548,44.0901050043536
"413","fdhF",2132,2100,2148,16,0,715,3869,715,0,0,0.0074487895716946,420,"fdhF",2183,29.6118840677725,-0.00125386216239904,0.0211288934065191,-0.0593434846905978,0.952678526347963,0.999974208147515,39.4230630367765,20.5187524778065,37.8677992651074,20.6379214913996
"414","fdnG",3010,2934,3048,38,0,1010,5474,1015,5,0,0.0124671916010499,421,"fdnG",791,64.2228688106219,-0.0100800872583437,0.0317943733711381,-0.317039972471797,0.751213271905009,0.999974208147515,68.1912441717215,65.4645912387158,60.3837880173334,62.8518518147168
"415","fdnH",882,876,885,3,0,292,1577,294,2,0,0.00338983050847458,422,"fdnH",792,9.92339682427732,-0.000871421553496583,0.0136942237701521,-0.0636342422997302,0.949261465572453,0.999974208147515,8.52390552146519,11.7250014158894,8.18763227353673,11.2570480862179
"416","fdnI",649,639,654,5,0,217,1143,217,0,0,0.00764525993883792,423,"fdnI",793,16.4952447628306,-0.00144047889012923,0.0175376249104199,-0.0821364864106185,0.934538179173455,0.999974208147515,17.0478110429304,16.61041867251,16.3752645470735,15.9474847888087
"417","fdoG",3019,2955,3051,32,0,1015,5485,1016,1,0,0.0104883644706654,424,"fdoG",2076,1342.30440098326,-0.0151212262786309,0.0565225200517942,-0.26752569179107,0.789064435608478,0.999974208147515,1283.91326917069,1429.47308928718,1260.89537012466,1394.93587535051
"418","fdoH",895,879,903,8,0,300,1621,300,0,0,0.008859357696567,425,"fdoH",2075,166.924659289213,-0.00590757485493444,0.0437475896707445,-0.135037722064149,0.89258204957544,0.999974208147515,158.757740337289,178.806271592313,156.58846723139,173.54615799586
"419","fdoI",635,633,636,1,0,211,1104,211,0,0,0.00157232704402516,426,"fdoI",2074,85.2195726860118,-0.00546858299804999,0.0329075089455111,-0.166180399953852,0.868014983543563,0.999974208147515,70.3222205520878,103.570845840356,67.5479662566781,99.4372580949251
"420","feaB",1492,1476,1500,8,0,498,2649,499,1,0,0.00533333333333333,427,"feaB",748,91.0346643343675,-0.0038783645049785,0.0355765784778134,-0.10901454470663,0.913190954083229,0.999974208147515,101.221378067399,83.0520933625499,98.2515872824408,81.6135986250801
"421","feaR",903,897,906,3,0,299,1615,301,2,0,0.0033112582781457,428,"feaR",747,68.2011711085925,-0.00519984100806979,0.0321862937732521,-0.161554512759435,0.871656680196302,0.999974208147515,63.9292914109889,75.235425751957,61.4072420515255,72.2327252198984
"422","feoB",2314,2298,2322,8,0,773,4105,773,0,0,0.00344530577088717,429,"feoB",1780,45.220964123475,-0.00355619264663802,0.0270187846450531,-0.13161926760792,0.895285444765591,0.999974208147515,40.4885512269596,51.7854229201782,38.8912532992995,49.7186290474626
"423","fepA",2182,2064,2241,59,0,742,3955,746,4,0,0.0263275323516287,430,"fepA",303,28.615788903667,0.0111849585463496,0.0225339373052452,0.496360595791045,0.619640020865116,0.999974208147515,24.5062283742124,27.3583366370753,30.7036210257628,31.8949695776175
"424","fepB",938,900,957,19,0,316,1639,318,2,0,0.0198537095088819,431,"fepB",308,8.84707549967345,0.00130295718409778,0.0125866274735836,0.10351916641947,0.917550938610327,0.999974208147515,5.32744095091574,11.7250014158894,6.14072420515255,12.1951354267361
"425","fepC",798,762,816,18,0,271,1428,271,0,0,0.0220588235294118,432,"fepC",304,1.2568917626024,0.00111278326582182,0.00515134683242045,0.216017927354149,0.828973773453625,0.999974208147515,1.06548819018315,0.977083451324117,2.04690806838418,0.938087340518162
"426","fepD",986,948,1005,19,0,332,1621,334,2,0,0.0189054726368159,433,"fepD",306,10.8809822201985,-0.000931285964382865,0.0141432429776539,-0.0658467061517843,0.947499870764803,0.999974208147515,8.52390552146519,13.6791683185376,8.18763227353673,13.1332227672543
"427","fepG",966,912,993,27,0,326,1625,330,4,0,0.027190332326284,434,"fepG",305,4.43946285604485,-0.000397351703754279,0.00927730518310819,-0.0428305090661202,0.96583664357982,0.999974208147515,3.19646457054944,5.8625007079447,3.07036210257627,5.62852404310897
"428","ffh",1336,1284,1362,26,0,452,2348,453,1,0,0.0190895741556534,435,"ffh",1402,162.731341078258,0.0668306663101799,0.0438393328485717,1.52444533179882,0.1273975033487,0.999974208147515,144.906393864908,139.722933539349,185.245180188769,181.050856720005
"429","fhlA",2056,2010,2079,23,0,690,3678,692,2,0,0.0110630110630111,436,"fhlA",1435,23.8238500926073,-0.00100063232983177,0.0206310832242348,-0.0485012017525262,0.961316806710643,0.999974208147515,26.6372047545787,21.4958359291306,25.5863508548023,21.5760088319177
"430","fhuA",2236,2220,2244,8,0,747,4004,747,0,0,0.0035650623885918,437,"fhuA",97,309.893894057501,-0.0117426585784561,0.0506647106865795,-0.231771945784873,0.816715147796826,0.999974208147515,301.533157821831,327.322956193579,292.707853778938,318.011608435657
"431","fhuC",788,768,798,10,0,264,1389,265,1,0,0.012531328320802,438,"fhuC",98,16.2509738999996,-0.000374779640672617,0.017408429362694,-0.0215286303470757,0.982823965038041,0.999974208147515,17.0478110429304,15.6333352211859,16.3752645470735,15.9474847888087
"432","fhuD",870,828,891,21,0,293,1541,296,3,0,0.0235690235690236,439,"fhuD",99,1.21344890446916,0.000997827256794831,0.00480718579450091,0.207569937890954,0.835564779186149,0.999974208147515,0,1.95416690264823,1.02345403419209,1.87617468103632
"433","fhuE",2179,2157,2190,11,0,726,3877,729,3,0,0.00502283105022831,440,"fhuE",606,13.7971812660951,-0.00111012628425875,0.0154103810093805,-0.0720375624446278,0.942572014981463,0.999974208147515,9.58939371164833,18.5645855751582,9.21108630772883,17.8236594698451
"434","fic",593,573,603,10,0,199,1060,200,1,0,0.0165837479270315,441,"fic",1751,685.150277292537,-0.00421889846593805,0.0545516839128351,-0.0773376395251002,0.938354948547431,0.999974208147515,741.579780367471,634.127159909352,742.004174789266,622.889994104059
"435","fieF",899,891,903,4,0,300,1562,300,0,0,0.0044296788482835,442,"fieF",2088,80.952960004005,-0.0061821436431378,0.0347854102676543,-0.177722315061678,0.858941059346484,0.999974208147515,83.1080788342856,82.0750099112258,79.8294146669832,78.7993366035256
"436","fimB",603,603,603,0,0,200,1070,200,0,0,0,443,"fimB",2277,1.00102825405438,-9.91267545357955e-05,0.00465531401945706,-0.0212932476996163,0.983011730174536,0.999974208147515,1.06548819018315,0.977083451324117,1.02345403419209,0.938087340518162
