Gene	Identity	Score	Length	Mismatches	DE
yjiH	227	1152.0	227	0	1
argK	329	1755.0	331	2	0
yjiN	423	2198.0	426	3	0
argO	207	1068.0	211	4	0
carB	1071	5702.0	1073	2	1
argA	442	2350.0	443	1	1
argB	257	1318.0	257	0	1
argC	334	1774.0	334	0	1
argD	404	2147.0	406	2	1
argE	382	2044.0	383	1	1
argG	446	2398.0	447	1	1
yggM	334	1780.0	335	1	1
htrG	204	1070.0	206	2	0
yggN	239	1266.0	239	0	0
yiiM	224	1203.0	224	0	0
yggH	239	1274.0	239	0	1
yggJ	243	1287.0	243	0	1
iaaA	320	1670.0	321	1	1
yggG	250	1327.0	252	2	1
yggF	319	1681.0	321	2	0
citT	487	2500.0	487	0	1
yiiD	329	1767.0	329	0	1
sstT	414	2116.0	414	0	1
ilvE	309	1656.0	309	0	1
citA	551	2922.0	552	1	0
citB	226	1200.0	226	0	0
citC	351	1894.0	352	1	0
citE	302	1574.0	302	0	0
citF	509	2704.0	510	1	0
citG	292	1532.0	292	0	0
degP	473	2440.0	474	1	0
degQ	455	2300.0	455	0	0
frwC	359	1831.0	359	0	1
degS	355	1809.0	355	0	1
hybC	567	3047.0	567	0	1
hybB	391	2023.0	392	1	1
hybA	328	1758.0	328	0	1
yphH	396	2114.0	397	1	1
hybO	372	1984.0	372	0	1
accD	304	1603.0	304	0	1
fmt	313	1649.0	315	2	1
yphD	330	1622.0	332	2	1
accA	319	1672.0	319	0	1
yphB	289	1549.0	290	1	1
accC	447	2379.0	449	2	1
iap	343	1844.0	345	2	0
serS	430	2303.0	430	0	1
pnp	708	3711.0	711	3	1
yphE	502	2625.0	503	1	1
serB	322	1696.0	322	0	1
serC	361	1935.0	362	1	1
serA	410	2169.0	410	0	1
treF	548	2923.0	549	1	1
copA	829	4329.0	834	5	1
tyrB	394	2100.0	397	3	1
tyrA	371	1957.0	373	2	1
yqhG	307	1646.0	308	1	0
yqhD	386	2050.0	387	1	1
alaS	873	4662.0	876	3	1
yqhC	316	1678.0	318	2	1
yhiM	350	1790.0	350	0	1
yheT	337	1829.0	340	3	1
prc	680	3597.0	682	2	1
yphC	352	1881.0	353	1	1
rrmJ	209	1094.0	209	0	1
aroH	347	1871.0	348	1	1
yhiQ	249	1286.0	250	1	1
gyrB	804	4316.0	804	0	1
hslU	441	2321.0	443	2	1
gyrA	875	4583.0	875	0	1
sohB	349	1851.0	349	0	0
fcl	317	1715.0	321	4	0
yigE	249	1336.0	254	5	1
brnQ	439	2230.0	439	0	1
yigB	238	1269.0	238	0	1
yigA	235	1223.0	235	0	1
betT	677	3580.0	677	0	0
yigM	299	1553.0	299	0	0
yigL	264	1417.0	266	2	1
mrp	369	1964.0	369	0	1
betA	554	2999.0	556	2	1
ykgE	237	1261.0	239	2	1
ybfF	253	1328.0	254	1	1
ykgG	226	1178.0	231	5	1
yigP	201	1040.0	201	0	1
yigZ	203	1067.0	204	1	0
ybfM	467	2476.0	468	1	1
grxB	215	1138.0	215	0	0
qor	325	1705.0	327	2	1
ynfL	296	1549.0	297	1	0
ugpE	279	1439.0	281	2	0
elaC	304	1612.0	305	1	0
hcaT	377	1921.0	379	2	1
leuD	201	1075.0	201	0	1
leuB	363	1930.0	363	0	1
leuC	466	2497.0	466	0	1
hcaR	295	1552.0	296	1	1
leuA	522	2790.0	523	1	1
leuO	313	1683.0	314	1	1
asnS	466	2491.0	466	0	1
hcaE	453	2451.0	453	0	1
leuS	858	4639.0	860	2	1
hcaB	268	1414.0	270	2	0
osmY	201	1010.0	201	0	1
asnB	551	2985.0	554	3	1
asnA	328	1725.0	330	2	1
tsgA	393	2038.0	393	0	1
ydbC	284	1498.0	286	2	1
yjcR	342	1768.0	343	1	0
hisD	429	2264.0	434	5	1
hisF	256	1352.0	258	2	1
hisG	299	1565.0	299	0	1
hisA	245	1261.0	245	0	1
hisB	352	1895.0	355	3	1
hisC	356	1881.0	356	0	1
hisM	238	1240.0	238	0	1
hisJ	260	1371.0	260	0	1
hisP	256	1347.0	257	1	1
hisQ	227	1158.0	228	1	1
hisS	424	2252.0	424	0	1
ypdA	565	2985.0	565	0	0
ypdG	414	2092.0	415	1	0
inaA	214	1148.0	216	2	1
manX	323	1681.0	323	0	1
manY	266	1345.0	266	0	1
yajR	449	2329.0	454	5	1
tus	307	1619.0	309	2	1
manA	388	2049.0	391	3	0
ccmH	347	1842.0	350	3	0
yajO	323	1723.0	324	1	1
ccmF	646	3320.0	647	1	1
ccmA	205	1067.0	207	2	1
ccmC	245	1256.0	245	0	0
ccmB	220	1066.0	220	0	0
lpxH	238	1270.0	240	2	1
yoaA	634	3353.0	636	2	1
csiR	218	1143.0	220	2	1
lpxL	306	1629.0	306	0	1
lpxM	323	1728.0	323	0	1
ycbL	214	1133.0	215	1	1
ycbB	613	3249.0	615	2	1
lpxA	262	1374.0	262	0	1
lpxB	380	2011.0	382	2	1
lpxC	305	1635.0	305	0	1
lpxD	341	1788.0	341	0	1
ibrB	206	1110.0	209	3	1
ibrA	405	2202.0	406	1	0
ycbZ	585	3104.0	586	1	1
ycbX	366	1964.0	369	3	0
ycbY	699	3754.0	702	3	1
glcD	499	2613.0	499	0	1
glcF	405	2147.0	407	2	1
cycA	469	2439.0	470	1	1
ycbT	351	1862.0	356	5	0
glcC	254	1334.0	254	0	1
artQ	238	1224.0	238	0	1
artP	242	1295.0	242	0	1
marC	221	1129.0	221	0	0
acrB	1048	5529.0	1049	1	1
rluD	325	1716.0	326	1	0
acrA	397	2060.0	397	0	1
rluA	219	1173.0	219	0	0
rluC	319	1676.0	319	0	1
rluB	289	1503.0	289	0	1
artI	243	1293.0	243	0	1
artJ	242	1294.0	243	1	1
artM	222	1139.0	222	0	1
helD	683	3637.0	684	1	0
polB	779	4194.0	783	4	1
polA	928	4927.0	928	0	1
yqiK	548	2815.0	553	5	1
yqiJ	207	1083.0	209	2	1
ecpD	242	1285.0	246	4	0
ycbJ	297	1579.0	297	0	1
yjhA	238	1278.0	238	0	1
yjdL	483	2514.0	485	2	1
yjhT	363	1910.0	368	5	1
lpxK	327	1706.0	328	1	1
nusA	495	2571.0	495	0	1
hda	232	1216.0	233	1	1
pepN	867	4682.0	870	3	1
pepA	503	2694.0	503	0	1
ycbF	233	1211.0	236	3	0
pepB	425	2264.0	427	2	0
pepE	229	1196.0	229	0	1
rbsK	309	1590.0	309	0	1
mqo	546	2910.0	548	2	1
cyoA	314	1682.0	315	1	1
emtA	202	1074.0	203	1	1
pepQ	441	2378.0	443	2	0
pepT	405	2171.0	408	3	1
yidC	547	2921.0	548	1	1
cyoB	663	3462.0	663	0	1
ybeZ	345	1817.0	346	1	1
ybeX	292	1517.0	292	0	0
yidE	553	2827.0	553	0	1
yidJ	493	2688.0	497	4	1
yidK	569	2954.0	571	2	1
ybeU	232	1254.0	235	3	0
yidL	297	1610.0	297	0	1
ybeQ	321	1706.0	325	4	1
yidR	399	2136.0	404	5	1
rbsA	500	2626.0	501	1	1
yidP	238	1250.0	238	0	0
ybeF	317	1680.0	317	0	1
yidX	217	1163.0	218	1	0
rbsC	321	1605.0	321	0	1
yfiO	245	1306.0	245	0	1
chaC	228	1205.0	231	3	0
kdgT	327	1640.0	327	0	1
kdgR	261	1374.0	263	2	1
ycbR	232	1223.0	233	1	0
kdgK	308	1646.0	309	1	0
hyaB	597	3220.0	597	0	0
hyaC	235	1243.0	235	0	0
hyaA	371	2008.0	372	1	0
hyaF	285	1491.0	285	0	0
ssuC	263	1314.0	263	0	0
srlR	256	1364.0	257	1	1
fimZ	209	1098.0	210	1	1
fimB	200	1070.0	200	0	1
fimC	239	1260.0	241	2	1
fimH	299	1536.0	300	1	1
cca	409	2173.0	412	3	0
acrR	215	1146.0	215	0	0
ygbM	254	1352.0	258	4	1
fumA	548	2944.0	548	0	1
fumB	547	2942.0	548	1	1
fumC	466	2488.0	467	1	1
amn	484	2590.0	484	0	0
psd	322	1714.0	322	0	1
ycgB	510	2767.0	510	0	1
ycgE	243	1284.0	243	0	0
acrF	1030	5423.0	1034	4	1
acrD	1036	5505.0	1037	1	0
ynaI	343	1806.0	343	0	1
acrE	385	2028.0	385	0	0
maoC	678	3601.0	681	3	0
zwf	490	2635.0	491	1	1
yccT	220	1153.0	220	0	1
yccW	367	1957.0	367	0	1
yccS	714	3790.0	717	3	0
yccR	209	1108.0	209	0	1
yccZ	379	2005.0	379	0	1
yccA	219	1097.0	219	0	1
yccC	726	3845.0	726	0	1
yccM	353	1873.0	357	4	0
cydA	522	2758.0	522	0	1
cydB	379	1976.0	379	0	1
cydC	569	2941.0	573	4	1
cydD	587	3045.0	588	1	1
tdk	204	1088.0	205	1	1
ushA	549	2946.0	550	1	0
tdh	340	1809.0	341	1	1
rmuC	474	2503.0	475	1	1
ECIAI1_3132	354	1839.0	355	1	0
yhiR	278	1471.0	280	2	1
acs	652	3501.0	652	0	1
lolC	399	2053.0	399	0	1
mngR	239	1263.0	240	1	1
ybiS	306	1622.0	306	0	1
mngA	656	3439.0	658	2	0
ybiV	269	1436.0	271	2	1
ybiW	806	4354.0	810	4	0
garL	255	1340.0	256	1	1
garK	378	1964.0	381	3	1
nrfD	318	1599.0	318	0	0
dapF	274	1458.0	274	0	1
lon	784	4136.0	784	0	1
nrfC	223	1189.0	223	0	0
nrfA	478	2596.0	478	0	0
yegS	295	1548.0	299	4	1
yegQ	452	2454.0	453	1	1
yegW	248	1317.0	248	0	0
yegV	318	1656.0	321	3	0
yegU	332	1747.0	334	2	0
yegT	425	2210.0	425	0	0
yegX	269	1444.0	272	3	1
garR	294	1512.0	294	0	1
ybiX	223	1195.0	225	2	1
garP	444	2318.0	444	0	1
ltaE	331	1763.0	333	2	1
hsrA	473	2442.0	475	2	0
cbl	312	1635.0	316	4	1
ygaZ	244	1255.0	245	1	1
yafS	237	1261.0	240	3	1
aceK	577	3100.0	578	1	1
aceA	434	2333.0	434	0	1
aceF	630	3204.0	630	0	1
aceE	887	4780.0	887	0	1
ydiA	277	1476.0	277	0	1
rihC	301	1595.0	304	3	1
rihB	311	1652.0	313	2	1
rihA	309	1641.0	311	2	1
lysA	420	2233.0	420	0	1
lysC	446	2321.0	449	3	1
lysP	489	2537.0	489	0	1
lysR	309	1607.0	311	2	0
lysS	504	2683.0	505	1	1
lysU	505	2685.0	505	0	1
ansP	498	2599.0	499	1	1
ansA	337	1799.0	338	1	1
ansB	346	1810.0	348	2	1
yqfA	219	1106.0	219	0	1
uxaB	482	2566.0	483	1	1
norW	374	1976.0	377	3	0
norV	476	2593.0	479	3	1
yciV	292	1559.0	293	1	1
pta	714	3783.0	714	0	1
alx	321	1641.0	321	0	0
alr	357	1894.0	359	2	1
ptr	957	5122.0	962	5	1
lacI	358	1877.0	360	2	1
rhaR	279	1515.0	282	3	1
ileS	938	5036.0	938	0	1
lacY	416	2143.0	417	1	1
yjfF	330	1657.0	331	1	1
mpl	455	2430.0	457	2	1
sanA	238	1261.0	239	1	0
atpB	271	1385.0	271	0	1
atpA	513	2699.0	513	0	1
atpG	287	1528.0	287	0	1
pfkB	307	1608.0	309	2	1
pfkA	320	1678.0	320	0	1
atpD	460	2410.0	460	0	1
tnaA	471	2539.0	471	0	1
yieL	385	2046.0	389	4	0
hemH	318	1699.0	320	2	1
tnaB	413	2114.0	415	2	1
hemN	457	2458.0	457	0	1
yieH	220	1189.0	221	1	1
hemL	423	2235.0	426	3	1
hemB	324	1720.0	324	0	1
hemC	311	1606.0	313	2	1
hemA	416	2183.0	418	2	1
hemF	296	1595.0	299	3	1
hemD	244	1280.0	246	2	0
hemE	354	1894.0	354	0	1
ybdH	357	1887.0	362	5	1
hemX	391	1992.0	407	16	1
hemY	398	2084.0	398	0	0
ybdL	383	2053.0	386	3	1
ybdO	297	1568.0	300	3	0
ybdA	415	2052.0	416	1	1
mppA	537	2869.0	537	0	1
yceA	349	1887.0	350	1	1
yieP	229	1237.0	230	1	0
ybdG	414	2174.0	415	1	0
nanA	297	1575.0	297	0	0
nanE	229	1182.0	229	0	1
sbp	328	1737.0	329	1	1
yciO	206	1093.0	206	0	0
cueO	513	2740.0	516	3	1
nanR	263	1385.0	263	0	0
nanT	495	2561.0	496	1	1
yggE	246	1279.0	246	0	1
trmU	368	1966.0	368	0	1
ydcK	321	1692.0	326	5	1
dgoD	382	2029.0	382	0	1
dgoA	204	1056.0	205	1	1
trmA	366	1982.0	366	0	1
trmC	668	3596.0	668	0	1
trmE	454	2346.0	454	0	1
trmD	255	1351.0	255	0	1
sbcD	400	2136.0	400	0	1
trmH	229	1227.0	229	0	1
dgoT	429	2224.0	430	1	1
dgoR	229	1216.0	229	0	1
ggt	577	3053.0	580	3	0
ybjT	476	2519.0	476	0	1
ybjS	337	1824.0	337	0	0
ybjR	274	1453.0	276	2	1
ybjX	328	1759.0	330	2	1
ybjE	299	1505.0	299	0	1
ybjD	550	2905.0	552	2	1
ybjL	561	2901.0	561	0	1
ybjJ	401	2036.0	402	1	0
ybjI	269	1427.0	271	2	1
ylbA	258	1371.0	261	3	1
ylbE	418	2212.0	419	1	1
ylbF	266	1396.0	271	5	0
frlR	243	1306.0	243	0	1
yjjW	284	1511.0	287	3	0
fklB	206	1063.0	206	0	1
valS	950	5100.0	951	1	1
yjjU	357	1902.0	357	0	1
astA	343	1853.0	344	1	1
astB	444	2353.0	447	3	1
astC	406	2163.0	406	0	1
astE	322	1703.0	322	0	1
yhjC	297	1569.0	299	2	0
yjjP	255	1347.0	256	1	1
avtA	414	2209.0	417	3	1
pntB	462	2397.0	462	0	1
pntA	508	2676.0	510	2	1
aphA	236	1257.0	237	1	1
yhjX	396	2036.0	399	3	1
tauB	253	1317.0	255	2	0
tpiA	255	1335.0	255	0	1
tauA	318	1646.0	320	2	1
malZ	601	3234.0	604	3	1
yjjI	515	2778.0	516	1	0
malX	528	2748.0	530	2	1
malY	386	2091.0	390	4	0
malT	898	4753.0	901	3	0
malP	797	4281.0	797	0	1
malQ	692	3726.0	694	2	1
malM	305	1574.0	306	1	0
malK	371	1956.0	371	0	1
malI	341	1793.0	342	1	1
malF	514	2696.0	514	0	1
basR	221	1155.0	222	1	1
malE	396	2072.0	396	0	1
basS	361	1889.0	363	2	1
eutJ	277	1467.0	278	1	0
yahG	469	2501.0	472	3	0
eutH	408	2056.0	408	0	0
eutI	336	1753.0	338	2	1
yahB	307	1649.0	310	3	1
eutL	214	1120.0	219	5	0
ycdW	312	1662.0	312	0	0
eutB	453	2423.0	453	0	0
eutC	294	1547.0	295	1	0
der	490	2585.0	490	0	1
eutA	462	2402.0	467	5	0
yahJ	455	2453.0	460	5	0
eutG	391	2051.0	395	4	0
eutE	464	2412.0	467	3	0
ispU	253	1353.0	253	0	1
csgG	277	1470.0	277	0	1
eutQ	232	1232.0	233	1	1
eutT	267	1402.0	267	0	1
actP	548	2824.0	549	1	1
yceH	214	1128.0	215	1	1
yeiB	383	1956.0	385	2	1
yeaE	279	1484.0	284	5	0
sseA	281	1467.0	281	0	1
ybbA	228	1168.0	228	0	1
sseB	256	1332.0	258	2	1
mntH	412	2107.0	412	0	1
mgtA	897	4782.0	898	1	1
prsA	315	1637.0	315	0	1
yqgA	234	1169.0	235	1	1
mtgA	242	1272.0	242	0	1
secA	901	4820.0	901	0	1
yahN	221	1140.0	223	2	1
ilvY	293	1563.0	296	3	0
secD	615	3200.0	615	0	1
secF	323	1684.0	323	0	1
yfbF	321	1719.0	322	1	1
recR	201	1063.0	201	0	1
yidA	270	1431.0	270	0	1
ilvI	572	3061.0	574	2	1
coaE	205	1068.0	206	1	1
ilvD	614	3274.0	616	2	1
ymfC	217	1147.0	217	0	0
coaA	316	1681.0	316	0	1
ilvC	488	2614.0	491	3	1
ilvB	560	2980.0	562	2	1
yedO	327	1711.0	328	1	1
ispG	371	1936.0	372	1	0
yedJ	227	1193.0	231	4	1
yedI	303	1513.0	305	2	0
ybbS	307	1627.0	308	1	0
yedE	400	2062.0	401	1	1
yedA	305	1506.0	306	1	0
yedZ	210	1057.0	211	1	1
yedW	221	1152.0	223	2	0
yedP	267	1414.0	271	4	1
yedQ	560	3003.0	564	4	1
emrY	511	2642.0	512	1	0
allD	347	1867.0	349	2	0
allC	407	2212.0	411	4	1
allB	449	2411.0	453	4	1
poxB	569	3050.0	572	3	1
poxA	325	1750.0	325	0	1
ugpA	294	1501.0	295	1	0
ugpB	438	2351.0	438	0	1
ugpC	355	1871.0	356	1	0
emrK	385	2046.0	387	2	0
allR	271	1421.0	271	0	1
ffh	452	2348.0	453	1	0
emrA	389	2042.0	390	1	1
emrB	511	2653.0	512	1	1
emrD	394	2001.0	394	0	1
yibH	378	1990.0	378	0	1
pcnB	463	2472.0	465	2	1
yeaD	291	1563.0	294	3	1
ydiO	383	2077.0	383	0	0
yibD	341	1845.0	344	3	0
yibF	202	1059.0	202	0	1
panC	283	1486.0	283	0	1
pck	540	2901.0	540	0	1
panF	483	2460.0	483	0	1
panE	300	1601.0	303	3	0
pcm	208	1083.0	208	0	1
yibQ	316	1683.0	319	3	1
yejE	340	1752.0	341	1	1
lsrC	340	1713.0	342	2	1
lsrB	338	1787.0	340	2	1
lsrD	330	1647.0	330	0	1
yejB	363	1868.0	364	1	0
lsrF	288	1554.0	291	3	1
cvrA	573	2932.0	578	5	1
yejM	585	3108.0	586	1	1
lsrK	529	2818.0	530	1	1
rbsB	295	1506.0	296	1	1
yejH	581	3113.0	586	5	0
yejK	334	1767.0	335	1	1
yidZ	315	1670.0	319	4	0
lsrR	315	1646.0	317	2	1
pspA	222	1113.0	222	0	1
ygbN	452	2252.0	454	2	1
ygbL	212	1129.0	212	0	1
rbsR	329	1759.0	330	1	1
ygbJ	301	1548.0	302	1	1
ygbK	381	2013.0	384	3	1
ygbI	252	1331.0	255	3	1
adrB	532	2817.0	532	0	1
dedD	220	1099.0	220	0	0
dapA	292	1552.0	292	0	1
lolB	207	1095.0	207	0	1
lolA	203	1074.0	203	0	1
dapB	272	1404.0	273	1	1
dapE	375	2007.0	375	0	0
dapD	274	1444.0	274	0	1
lolE	413	2153.0	414	1	0
lolD	233	1220.0	233	0	1
mdlB	590	3076.0	593	3	1
mdlA	588	3119.0	590	2	0
ybiY	298	1597.0	299	1	0
ybiB	320	1703.0	320	0	1
ybiC	359	1910.0	361	2	1
yahI	312	1647.0	316	4	0
ybiH	223	1188.0	223	0	0
ybiN	306	1652.0	308	2	1
ybiO	739	3883.0	741	2	1
setB	391	2038.0	393	2	0
setC	393	2054.0	394	1	0
ydhF	297	1582.0	298	1	1
frlA	445	2293.0	445	0	0
frlB	340	1826.0	340	0	0
frlC	275	1473.0	276	1	0
frlD	259	1384.0	261	2	0
cpxR	232	1202.0	232	0	1
oppA	540	2886.0	543	3	0
oppC	302	1545.0	302	0	1
oppB	306	1578.0	306	0	1
oppD	335	1773.0	337	2	1
asd	367	1946.0	367	0	1
gph	249	1307.0	252	3	1
cpxA	457	2393.0	457	0	1
dinB	351	1867.0	351	0	1
recJ	573	3005.0	577	4	1
ydcV	263	1334.0	264	1	1
recN	553	2925.0	553	0	1
recO	241	1265.0	242	1	1
recC	1119	5936.0	1122	3	0
recA	353	1851.0	353	0	0
recF	357	1899.0	357	0	1
recD	607	3212.0	608	1	1
ybcF	293	1526.0	297	4	0
ispH	315	1660.0	316	1	1
ispD	236	1248.0	236	0	1
ispE	282	1493.0	283	1	1
recQ	608	3264.0	609	1	1
ispA	298	1550.0	299	1	1
ispB	323	1708.0	323	0	1
ydiK	370	1850.0	370	0	0
ydiM	399	2077.0	404	5	1
ydiN	419	2152.0	421	2	1
elbB	215	1120.0	217	2	1
pspF	324	1713.0	325	1	1
ydiB	287	1532.0	288	1	0
ydiD	544	2924.0	548	4	1
moaA	327	1755.0	329	2	1
ydiY	251	1327.0	252	1	0
ydiP	303	1639.0	303	0	1
ydiQ	254	1312.0	254	0	0
ydiR	310	1651.0	312	2	0
ydiS	425	2254.0	429	4	0
ydiV	233	1239.0	237	4	0
dinG	713	3799.0	716	3	1
dinF	454	2291.0	459	5	0
yaiC	369	1956.0	371	2	1
guaD	437	2375.0	439	2	0
guaC	347	1850.0	347	0	1
guaB	488	2547.0	488	0	1
guaA	524	2797.0	525	1	1
yaiP	397	2121.0	398	1	0
dfp	405	2134.0	406	1	1
yaiO	255	1341.0	257	2	1
cadA	715	3874.0	715	0	1
cadB	444	2295.0	444	0	1
gntX	224	1156.0	227	3	0
yceG	339	1797.0	340	1	1
yaiW	361	1930.0	364	3	0
yaiV	206	1097.0	207	1	1
gntR	329	1739.0	331	2	0
csdA	399	2123.0	401	2	1
gpp	493	2604.0	494	1	1
gntU	446	2260.0	446	0	1
gntT	438	2214.0	438	0	1
yacF	247	1295.0	247	0	0
lexA	202	1047.0	202	0	1
yeiC	312	1651.0	313	1	1
ssuA	316	1653.0	319	3	0
ubiD	497	2660.0	497	0	1
sapC	296	1509.0	296	0	0
ubiB	546	2887.0	546	0	1
ubiA	289	1503.0	290	1	1
parE	630	3379.0	630	0	1
gntP	447	2251.0	447	0	1
parC	752	3986.0	752	0	1
aat	234	1251.0	234	0	0
nhaB	513	2664.0	513	0	0
aas	716	3803.0	719	3	1
ascG	335	1779.0	336	1	1
ascF	481	2477.0	485	4	1
miaA	316	1657.0	316	0	1
miaB	474	2544.0	474	0	1
selD	345	1819.0	347	2	1
selA	463	2426.0	463	0	1
selB	612	3225.0	614	2	1
yeiU	237	1219.0	237	0	1
ptrB	684	3690.0	686	2	0
rsgA	348	1865.0	350	2	1
galT	345	1870.0	348	3	0
galU	302	1592.0	302	0	0
galP	464	2425.0	464	0	1
galR	341	1820.0	343	2	1
galS	344	1832.0	346	2	1
yeeA	352	1855.0	352	0	1
tatD	259	1379.0	260	1	1
yeeF	452	2365.0	452	0	1
yeeY	309	1626.0	309	0	1
galE	337	1812.0	338	1	0
galF	290	1541.0	295	5	1
yeeZ	272	1439.0	274	2	1
ypdD	827	4410.0	831	4	0
galM	346	1856.0	346	0	1
rbbA	907	4815.0	911	4	1
treB	471	2445.0	473	2	1
gabT	423	2244.0	426	3	1
gabP	465	2399.0	466	1	1
rho	419	2213.0	419	0	1
puuE	418	2215.0	421	3	0
exo	250	1336.0	251	1	0
pnuC	239	1232.0	239	0	1
hofC	397	2074.0	400	3	0
hofB	459	2411.0	461	2	0
yhaM	434	2269.0	436	2	0
yhaO	422	2185.0	422	0	1
macB	644	3387.0	648	4	1
macA	369	1900.0	371	2	1
yhaK	232	1242.0	233	1	1
hofQ	412	2126.0	412	0	0
queA	355	1875.0	356	1	1
prpD	482	2597.0	483	1	1
prpE	626	3341.0	628	2	1
prpB	295	1558.0	296	1	1
prpC	387	2081.0	389	2	1
ygcW	259	1378.0	261	2	0
queF	279	1503.0	282	3	1
rtn	516	2755.0	518	2	0
cdh	246	1325.0	251	5	1
ugd	385	2039.0	388	3	0
bipA	607	3215.0	607	0	1
prpR	524	2771.0	528	4	1
ubiG	238	1277.0	240	2	1
mfd	1145	6096.0	1148	3	1
clpX	424	2223.0	424	0	1
hyfI	248	1321.0	251	3	0
ubiE	251	1344.0	251	0	0
hyfC	310	1567.0	315	5	0
clpP	207	1107.0	207	0	0
hyfA	200	1051.0	205	5	0
gshA	517	2778.0	518	1	1
hyfG	534	2841.0	555	21	0
hyfE	216	1103.0	216	0	0
hyfD	448	2299.0	449	1	0
clpA	758	4021.0	758	0	1
clpB	857	4487.0	857	0	1
ssnA	437	2353.0	442	5	1
tatC	258	1341.0	258	0	1
plsY	205	1055.0	205	0	1
plsX	355	1847.0	356	1	1
hrpA	1276	6791.0	1281	5	1
plsC	244	1308.0	245	1	1
plsB	807	4313.0	807	0	1
rpiA	219	1130.0	219	0	1
yeeN	237	1236.0	238	1	1
hypE	319	1655.0	322	3	0
hypD	372	2002.0	373	1	0
ldhA	328	1755.0	329	1	1
hypB	290	1556.0	290	0	1
fsaB	218	1143.0	220	2	0
yjcE	548	2796.0	549	1	1
crp	210	1121.0	210	0	1
fsaA	218	1123.0	220	2	0
yjcC	527	2831.0	528	1	1
yjcO	229	1209.0	229	0	1
yodA	215	1165.0	216	1	1
yjcQ	678	3603.0	683	5	0
rfe	367	1906.0	367	0	1
yjcZ	288	1516.0	292	4	0
oxc	563	2997.0	564	1	1
frmC	278	1508.0	278	0	1
nlpB	344	1802.0	344	0	1
frmA	367	1947.0	369	2	1
nlpA	272	1431.0	272	0	1
uxuA	392	2113.0	394	2	1
nlpD	379	1977.0	379	0	1
thyA	264	1430.0	264	0	1
nlpE	233	1251.0	236	3	0
barA	918	4877.0	918	0	1
cbpA	305	1627.0	306	1	1
sufB	495	2687.0	495	0	0
uup	634	3359.0	635	1	1
imp	784	4218.0	784	0	1
mhpR	273	1437.0	277	4	1
yicI	769	4177.0	772	3	1
yafV	252	1353.0	255	3	0
yicM	395	2004.0	396	1	1
mhpT	401	1977.0	403	2	0
yicC	286	1480.0	287	1	1
yicG	205	1031.0	205	0	0
yicE	463	2365.0	463	0	1
solA	368	1980.0	372	4	1
mhpC	286	1528.0	288	2	0
mhpB	313	1661.0	314	1	0
mhpF	316	1656.0	316	0	0
mhpE	337	1781.0	337	0	0
mhpD	264	1398.0	269	5	0
yicR	220	1163.0	222	2	0
fdhF	715	3869.0	715	0	1
fdhD	277	1478.0	277	0	1
fdhE	306	1636.0	309	3	1
tgt	375	2010.0	375	0	1
napG	231	1217.0	231	0	0
napC	200	1097.0	200	0	1
napA	826	4476.0	828	2	0
napH	286	1499.0	287	1	0
sppA	614	3265.0	618	4	0
secY	443	2292.0	443	0	1
ravA	497	2615.0	498	1	1
suhB	267	1412.0	267	0	1
ybhP	253	1358.0	253	0	1
ybhS	377	1960.0	377	0	0
ybhR	368	1926.0	368	0	1
mdoG	509	2729.0	511	2	1
mdoD	540	2927.0	541	1	1
ybhN	318	1631.0	318	0	1
mdoB	762	4086.0	763	1	1
mdoC	384	2011.0	385	1	0
ybhK	302	1565.0	302	0	0
ybhJ	751	4042.0	753	2	0
ybhD	315	1689.0	317	2	1
ybhG	330	1728.0	332	2	0
ybhF	576	3066.0	578	2	0
ybhA	271	1456.0	272	1	1
mdoH	847	4518.0	847	0	1
tdcE	764	4121.0	764	0	1
tdcD	401	2120.0	402	1	1
tdcG	453	2406.0	454	1	1
tdcA	311	1643.0	312	1	1
tdcC	442	2306.0	443	1	1
tdcB	329	1727.0	329	0	1
yjaH	230	1225.0	231	1	1
rutR	210	1111.0	212	2	1
glgB	728	3900.0	728	0	1
glgC	431	2320.0	431	0	1
rsxE	230	1186.0	231	1	1
rsxD	350	1787.0	352	2	1
rsxG	205	1081.0	206	1	1
glgP	815	4392.0	815	0	1
rutB	228	1216.0	230	2	0
rutA	380	2053.0	382	2	0
rutG	439	2223.0	442	3	1
wcaK	423	2271.0	426	3	0
rutD	265	1397.0	266	1	0
glgX	656	3513.0	657	1	1
wcaD	404	2058.0	405	1	0
wcaA	278	1512.0	279	1	0
wcaC	402	2181.0	405	3	0
motA	295	1532.0	295	0	0
motB	307	1622.0	308	1	0
dsbA	208	1106.0	208	0	1
dsbC	236	1258.0	236	0	1
dsbG	248	1313.0	248	0	0
ydhJ	280	1489.0	285	5	0
ampH	385	2057.0	385	0	1
ydhO	271	1436.0	271	0	0
ydhC	402	2066.0	403	1	0
ydhB	310	1650.0	310	0	0
pssA	451	2394.0	451	0	1
ampG	489	2495.0	491	2	1
ampE	284	1477.0	284	0	1
ydhY	208	1098.0	208	0	1
ydhX	221	1196.0	222	1	0
ebgR	326	1725.0	327	1	0
ydhS	530	2837.0	534	4	1
ydhQ	414	2109.0	418	4	1
ydhP	389	1941.0	389	0	1
ydhV	699	3794.0	700	1	1
ydhU	258	1362.0	261	3	1
ydhT	266	1400.0	270	4	1
chbF	445	2375.0	450	5	1
gss	619	3335.0	619	0	0
